round,registry,municipality,uf,municipality_code,neighborhood,sector_code,interviews,region,ibge_population_2022,validation
junho/2026,BR-07661/2026,Buriti dos Lopes,PI,2202000,Zona Rural,220200005000013,6,Nordeste,268,population_api
junho/2026,BR-07661/2026,Buriti dos Lopes,PI,2202000,Centro,220200005000032,6,Nordeste,259,population_api
junho/2026,BR-07661/2026,Buíque,PE,2602803,Frei Damiao,260280305000042,6,Nordeste,1030,population_api
junho/2026,BR-07661/2026,Buíque,PE,2602803,Sao Jose,260280305000085,6,Nordeste,1169,population_api
junho/2026,BR-07661/2026,Buíque,PE,2602803,Sitio Cagado,260280320000015,6,Nordeste,784,population_api
junho/2026,BR-07661/2026,Cabreúva,SP,3508405,Centro,350840505000025,6,Sudeste,710,population_api
junho/2026,BR-07661/2026,Cabreúva,SP,3508405,Jacare,350840520000047,6,Sudeste,1555,population_api
junho/2026,BR-07661/2026,Cachoeiro de Itapemirim,ES,3201209,Boa Vista,320120905000102,6,Sudeste,1028,population_api
junho/2026,BR-07661/2026,Cachoeiro de Itapemirim,ES,3201209,Boa Esperanca,320120905000350,6,Sudeste,792,population_api
junho/2026,BR-07661/2026,Caetanópolis,MG,3109907,Mangueiras,310990705000038,6,Sudeste,284,population_api
junho/2026,BR-07661/2026,Caetanópolis,MG,3109907,Zona Rural,310990705000074,6,Sudeste,412,population_api
junho/2026,BR-07661/2026,Caieiras,SP,3509007,Vila Rosina,350900705000072,6,Sudeste,320,population_api
junho/2026,BR-07661/2026,Caieiras,SP,3509007,Alpes De Caieiras,350900705000198,6,Sudeste,477,population_api
junho/2026,BR-07661/2026,Cajazeiras,PB,2503704,Loteamento Idelfonso Ribeiro Maciel,250370405000011,6,Nordeste,973,population_api
junho/2026,BR-07661/2026,Cajazeiras,PB,2503704,Centro,250370405000063,6,Nordeste,758,population_api
junho/2026,BR-07661/2026,Cajazeiras,PB,2503704,Sitio Duvidoso,250370405000133,6,Nordeste,473,population_api
junho/2026,BR-07661/2026,Campestre,AL,2701357,Centro,270135705000001,6,Nordeste,753,population_api
junho/2026,BR-07661/2026,Campestre,AL,2701357,Zona Rural,270135705000005,6,Nordeste,339,population_api
junho/2026,BR-07661/2026,Campestre,AL,2701357,Bairro Novo,270135705000008,6,Nordeste,900,population_api
junho/2026,BR-07661/2026,Campinas,SP,3509502,Parque Alto Taquaral,350950205001558,6,Sudeste,388,population_api
junho/2026,BR-07661/2026,Campinas,SP,3509502,Nucleo Residencial Vinte e Oito De Fevereiro,350950230000255,6,Sudeste,197,population_api
junho/2026,BR-07661/2026,Campo Grande,MS,5002704,Mata Do Jacinto,500270405070097,6,Centro-Oeste,672,population_api
junho/2026,BR-07661/2026,Campo Grande,MS,5002704,Pioneiros,500270405110020,6,Centro-Oeste,422,population_api
junho/2026,BR-07661/2026,Campo Grande,MS,5002704,Rita Vieira,500270405120182,6,Centro-Oeste,784,population_api
junho/2026,BR-07661/2026,Campos dos Goytacazes,RJ,3301009,Primeiro Subdistrito,330100905060162,6,Sudeste,403,population_api
junho/2026,BR-07661/2026,Campos dos Goytacazes,RJ,3301009,Parque Alvorada,330100905080028,6,Sudeste,677,population_api
junho/2026,BR-07661/2026,Campos dos Goytacazes,RJ,3301009,Nova Goytacazes,330100905090182,6,Sudeste,320,population_api
junho/2026,BR-07661/2026,Carapicuíba,SP,3510609,Jardim Ampermag,351060905000394,6,Sudeste,357,population_api
junho/2026,BR-07661/2026,Carapicuíba,SP,3510609,Jardim Ana Estela,351060930000126,6,Sudeste,824,population_api
junho/2026,BR-07661/2026,Caruaru,PE,2604106,Andorinha,260410605000486,6,Nordeste,823,population_api
junho/2026,BR-07661/2026,Caruaru,PE,2604106,Povoado Jua,260410610000057,6,Nordeste,409,population_api
junho/2026,BR-07661/2026,Caucaia,CE,2303709,Nova Cigana,230370905000124,6,Nordeste,981,population_api
junho/2026,BR-07661/2026,Caucaia,CE,2303709,Japuara,230370905000519,6,Nordeste,400,population_api
junho/2026,BR-07661/2026,Caucaia,CE,2303709,Parque Albano,230370917000170,6,Nordeste,463,population_api
junho/2026,BR-07661/2026,Caçapava do Sul,RS,4302808,Cacapava Do Sul,430280805000009,6,Sul,772,population_api
junho/2026,BR-07661/2026,Caçapava do Sul,RS,4302808,Centro,430280805000026,6,Sul,248,population_api
junho/2026,BR-07661/2026,Caçapava do Sul,RS,4302808,Vila Henriques,430280805000056,6,Sul,618,population_api
junho/2026,BR-07661/2026,Chapecó,SC,4204202,Palmital,420420205000050,6,Sul,469,population_api
junho/2026,BR-07661/2026,Chapecó,SC,4204202,Cristo Rei,420420205000254,6,Sul,1043,population_api
junho/2026,BR-07661/2026,Chapecó,SC,4204202,Pinheirinho,420420205000448,6,Sul,1030,population_api
junho/2026,BR-07661/2026,Colombo,PR,4105805,Centro,410580505000005,6,Sul,1184,population_api
junho/2026,BR-07661/2026,Colombo,PR,4105805,Mauá,410580505000118,6,Sul,1143,population_api
junho/2026,BR-07661/2026,Colombo,PR,4105805,Roca Grande,410580505000273,6,Sul,861,population_api
junho/2026,BR-07661/2026,Colíder,MT,5103205,Boa Esperanca,510320505000013,6,Centro-Oeste,703,population_api
junho/2026,BR-07661/2026,Colíder,MT,5103205,Zona Rural,510320505000039,6,Centro-Oeste,284,population_api
junho/2026,BR-07661/2026,Colíder,MT,5103205,Novo Horizonte,510320505000070,6,Centro-Oeste,916,population_api
junho/2026,BR-07661/2026,Conchas,SP,3512308,Cohab Iv,351230805000032,6,Sudeste,607,population_api
junho/2026,BR-07661/2026,Conchas,SP,3512308,Zona Rural,351230805000052,6,Sudeste,217,population_api
junho/2026,BR-07661/2026,Coroatá,MA,2103604,Trizidela,210360405000026,6,Nordeste,1591,population_api
junho/2026,BR-07661/2026,Coroatá,MA,2103604,Centro,210360405000082,6,Nordeste,382,population_api
junho/2026,BR-07661/2026,Coroatá,MA,2103604,Zona Rural,210360405000132,6,Nordeste,343,population_api
junho/2026,BR-07661/2026,Crato,CE,2304202,Pimenta,230420205000010,6,Nordeste,593,population_api
junho/2026,BR-07661/2026,Crato,CE,2304202,Cacimbas,230420205000131,6,Nordeste,254,population_api
junho/2026,BR-07661/2026,Crato,CE,2304202,Muriti,230420205000255,6,Nordeste,545,population_api
junho/2026,BR-07661/2026,Criciúma,SC,4204608,Comerciario,420460805000039,6,Sul,461,population_api
junho/2026,BR-07661/2026,Criciúma,SC,4204608,Vila Rica,420460805000415,6,Sul,395,population_api
junho/2026,BR-07661/2026,Criciúma,SC,4204608,Wosocris,420460815000005,6,Sul,666,population_api
junho/2026,BR-07661/2026,Cubatão,SP,3513504,Ilha Caraguata,351350405000203,6,Sudeste,294,population_api
junho/2026,BR-07661/2026,Cubatão,SP,3513504,Vila Esperança,351350405000351,6,Sudeste,364,population_api
junho/2026,BR-07661/2026,Cuiabá,MT,5103403,Pocao,510340305420073,6,Centro-Oeste,579,population_api
junho/2026,BR-07661/2026,Cuiabá,MT,5103403,Pedra 90,510340310430143,6,Centro-Oeste,812,population_api
junho/2026,BR-07661/2026,Cupira,PE,2605004,Centro,260500405000006,6,Nordeste,646,population_api
junho/2026,BR-07661/2026,Cupira,PE,2605004,Nova Esperanca,260500405000043,6,Nordeste,619,population_api
junho/2026,BR-07661/2026,Curitiba,PR,4106902,Centro Civico,410690205010087,6,Sul,568,population_api
junho/2026,BR-07661/2026,Curitiba,PR,4106902,Boa Vista,410690205040033,6,Sul,857,population_api
junho/2026,BR-07661/2026,Curitiba,PR,4106902,Pinheirinho,410690205070056,6,Sul,677,population_api
junho/2026,BR-07661/2026,Duque de Caxias,RJ,3301702,Gramacho,330170205000416,6,Sudeste,427,population_api
junho/2026,BR-07661/2026,Duque de Caxias,RJ,3301702,Santa Cruz Da Serra,330170210000654,6,Sudeste,293,population_api
junho/2026,BR-07661/2026,Fartura,SP,3515400,Vila Nossa Senhora De Fatima,351540005000005,6,Sudeste,633,population_api
junho/2026,BR-07661/2026,Fartura,SP,3515400,Vila Nova,351540005000043,6,Sudeste,587,population_api
junho/2026,BR-07661/2026,Fortaleza,CE,2304400,Pirambu,230440005140227,6,Nordeste,683,population_api
junho/2026,BR-07661/2026,Fortaleza,CE,2304400,Maraponga,230440005180085,6,Nordeste,3956,population_api
junho/2026,BR-07661/2026,Fortaleza,CE,2304400,Parque Sao Jose,230440005220029,6,Nordeste,832,population_api
junho/2026,BR-07661/2026,Foz do Iguaçu,PR,4108304,Itaipu c,410830405000078,6,Sul,626,population_api
junho/2026,BR-07661/2026,Foz do Iguaçu,PR,4108304,Porto Meira,410830405000320,6,Sul,1418,population_api
junho/2026,BR-07661/2026,Foz do Iguaçu,PR,4108304,Jardim Belvedere,410830405000534,6,Sul,911,population_api
junho/2026,BR-07661/2026,Franco da Rocha,SP,3516408,Jardim Progresso,351640805000266,6,Sudeste,462,population_api
junho/2026,BR-07661/2026,Franco da Rocha,SP,3516408,Parque Vitoria,351640805000477,6,Sudeste,601,population_api
junho/2026,BR-07661/2026,Gonçalves Dias,MA,2104404,Centro,210440405000005,6,Nordeste,593,population_api
junho/2026,BR-07661/2026,Gonçalves Dias,MA,2104404,Zona Rural,210440405000022,6,Nordeste,638,population_api
junho/2026,BR-07661/2026,Gonçalves Dias,MA,2104404,Centro Do Rosa,210440405000045,6,Nordeste,377,population_api
junho/2026,BR-07661/2026,Guamaré,RN,2404507,Centro,240450705000002,6,Nordeste,522,population_api
junho/2026,BR-07661/2026,Guamaré,RN,2404507,Centro,240450705000016,6,Nordeste,763,population_api
junho/2026,BR-07661/2026,Guamaré,RN,2404507,Comunidade Do Quilombo,240450705000030,6,Nordeste,200,population_api
junho/2026,BR-07661/2026,Guaratuba,PR,4109609,Carvoeiro,410960905000034,6,Sul,884,population_api
junho/2026,BR-07661/2026,Guaratuba,PR,4109609,Cohapar,410960905000078,6,Sul,284,population_api
junho/2026,BR-07661/2026,Guaratuba,PR,4109609,Cohapar,410960905000126,6,Sul,731,population_api
junho/2026,BR-07661/2026,Guarulhos,SP,3518800,Guarulhos,351880005001232,6,Sudeste,343,population_api
junho/2026,BR-07661/2026,Guarulhos,SP,3518800,Pimentas,351880010000877,6,Sudeste,394,population_api
junho/2026,BR-07661/2026,Humaitá,AM,1301704,Novo Centenário,130170405000007,6,Norte,556,population_api
junho/2026,BR-07661/2026,Humaitá,AM,1301704,Zona Rural,130170405000052,6,Norte,112,population_api
junho/2026,BR-07661/2026,Humaitá,AM,1301704,Sao Sebastiao,130170405000113,6,Norte,483,population_api
junho/2026,BR-07661/2026,Ilhéus,BA,2913606,Basilio,291360605000026,6,Nordeste,553,population_api
junho/2026,BR-07661/2026,Ilhéus,BA,2913606,Teotonio Vilela,291360605000195,6,Nordeste,689,population_api
junho/2026,BR-07661/2026,Ilhéus,BA,2913606,Zona Rural,291360605000329,6,Nordeste,446,population_api
junho/2026,BR-07661/2026,Irupi,ES,3202652,Corrego Bom Destino,320265205000006,6,Sudeste,525,population_api
junho/2026,BR-07661/2026,Irupi,ES,3202652,Corrego Dos Lordeiros,320265205000014,6,Sudeste,377,population_api
junho/2026,BR-07661/2026,Irupi,ES,3202652,Laurentino Antônio De Faria,320265205000033,6,Sudeste,214,population_api
junho/2026,BR-07661/2026,Itatiaia,RJ,3302254,Jardim Das Rosas,330225405000039,6,Sudeste,319,population_api
junho/2026,BR-07661/2026,Itatiaia,RJ,3302254,Centro,330225405000075,6,Sudeste,267,population_api
junho/2026,BR-07661/2026,Itatiaia,RJ,3302254,Penedo,330225405000116,6,Sudeste,274,population_api
junho/2026,BR-07661/2026,Itumbiara,GO,5211503,Parque Imperial,521150305000082,6,Centro-Oeste,804,population_api
junho/2026,BR-07661/2026,Itumbiara,GO,5211503,Alto Da Boa Vista,521150305000205,6,Centro-Oeste,470,population_api
junho/2026,BR-07661/2026,Jequitaí,MG,3135605,Alto Varginha,313560505000003,6,Sudeste,833,population_api
junho/2026,BR-07661/2026,Jequitaí,MG,3135605,Centro,313560505000013,6,Sudeste,456,population_api
junho/2026,BR-07661/2026,Jeremoabo,BA,2918100,Centro,291810005000007,6,Nordeste,616,population_api
junho/2026,BR-07661/2026,Jeremoabo,BA,2918100,Centro,291810005000049,6,Nordeste,499,population_api
junho/2026,BR-07661/2026,Jeremoabo,BA,2918100,Centro,291810005000085,6,Nordeste,395,population_api
junho/2026,BR-07661/2026,Joinville,SC,4209102,Costa e Silva,420910205000210,6,Sul,775,population_api
junho/2026,BR-07661/2026,Joinville,SC,4209102,Boa Vista,420910205000694,6,Sul,592,population_api
junho/2026,BR-07661/2026,Joinville,SC,4209102,Santo Antonio,420910205001081,6,Sul,496,population_api
junho/2026,BR-07661/2026,Juiz de Fora,MG,3136702,Centro,313670205060007,6,Sudeste,295,population_api
junho/2026,BR-07661/2026,Juiz de Fora,MG,3136702,Nova Era,313670205140072,6,Sudeste,342,population_api
junho/2026,BR-07661/2026,Juti,MS,5005152,Centro,500515205000003,6,Centro-Oeste,403,population_api
junho/2026,BR-07661/2026,Juti,MS,5005152,Pa Santa Clara 2,500515205000011,6,Centro-Oeste,250,population_api
junho/2026,BR-07661/2026,Juti,MS,5005152,Centro,500515205000020,6,Centro-Oeste,447,population_api
junho/2026,BR-07661/2026,Luz,MG,3138807,Novo Oriente,313880705000016,6,Sudeste,697,population_api
junho/2026,BR-07661/2026,Luz,MG,3138807,Grandes Lagos,313880705000046,6,Sudeste,416,population_api
junho/2026,BR-07661/2026,Manaus,AM,1302603,Petropolis,130260305090060,6,Norte,884,population_api
junho/2026,BR-07661/2026,Manaus,AM,1302603,Cidade De Deus,130260305120271,6,Norte,892,population_api
junho/2026,BR-07661/2026,Manaus,AM,1302603,Gilberto Mestrinho,130260305140267,6,Norte,788,population_api
junho/2026,BR-07661/2026,Marituba,PA,1504422,Decouville,150442205000040,6,Norte,585,population_api
junho/2026,BR-07661/2026,Marituba,PA,1504422,Decouville,150442205000123,6,Norte,1127,population_api
junho/2026,BR-07661/2026,Marituba,PA,1504422,Riacho Doce,150442205000249,6,Norte,1010,population_api
junho/2026,BR-07661/2026,Matozinhos,MG,3141108,Conjunto Habitacional Vitalino Fonseca,314110805000031,6,Sudeste,308,population_api
junho/2026,BR-07661/2026,Matozinhos,MG,3141108,Sao Jose,314110805000095,6,Sudeste,358,population_api
junho/2026,BR-07661/2026,Monte Alegre de Minas,MG,3142809,Zona Rural,314280905000047,6,Sudeste,105,population_api
junho/2026,BR-07661/2026,Monte Alegre de Minas,MG,3142809,Flamengo,314280905000079,6,Sudeste,431,population_api
junho/2026,BR-07661/2026,Montes Claros,MG,3143302,Centro,314330205000005,6,Sudeste,235,population_api
junho/2026,BR-07661/2026,Montes Claros,MG,3143302,Santa Rafaela,314330205000523,6,Sudeste,369,population_api
junho/2026,BR-07661/2026,Morrinhos,CE,2308906,Bom Principio,230890605000027,6,Nordeste,607,population_api
junho/2026,BR-07661/2026,Morrinhos,CE,2308906,Sitio Alegre,230890640000004,6,Nordeste,468,population_api
junho/2026,BR-07661/2026,Morrinhos,CE,2308906,Sitio Alegre,230890640000029,6,Nordeste,1026,population_api
junho/2026,BR-07661/2026,Natal,RN,2408102,Igapo,240810205060172,6,Nordeste,864,population_api
junho/2026,BR-07661/2026,Natal,RN,2408102,Lagoa Nova,240810205070197,6,Nordeste,840,population_api
junho/2026,BR-07661/2026,Natal,RN,2408102,Dix Sept Rosado,240810205090129,6,Nordeste,662,population_api
junho/2026,BR-07661/2026,Nova Iguaçu,RJ,3303500,Centro,330350005100307,6,Sudeste,314,population_api
junho/2026,BR-07661/2026,Nova Iguaçu,RJ,3303500,Paraiso,330350005170077,6,Sudeste,682,population_api
junho/2026,BR-07661/2026,Nova Petrópolis,RS,4313201,Vale Verde,431320105000021,6,Sul,283,population_api
junho/2026,BR-07661/2026,Nova Petrópolis,RS,4313201,Tirol,431320120000002,6,Sul,108,population_api
junho/2026,BR-07661/2026,Pacajá,PA,1505486,Alto Bonito,150548605000036,6,Norte,1199,population_api
junho/2026,BR-07661/2026,Pacajá,PA,1505486,Alto Bonito,150548605000082,6,Norte,884,population_api
junho/2026,BR-07661/2026,Pacajá,PA,1505486,Zona Rural,150548610000011,6,Norte,701,population_api
junho/2026,BR-07661/2026,Paranavaí,PR,4118402,Jardim America,411840205000029,6,Sul,398,population_api
junho/2026,BR-07661/2026,Paranavaí,PR,4118402,Jardim Ipe,411840205000092,6,Sul,331,population_api
junho/2026,BR-07661/2026,Paranavaí,PR,4118402,Vila Alta,411840205000162,6,Sul,565,population_api
junho/2026,BR-07661/2026,Parauapebas,PA,1505536,Bairro Novo Horizonte,150553605000056,6,Norte,1086,population_api
junho/2026,BR-07661/2026,Parauapebas,PA,1505536,Conjunto Alto Bonito,150553605000358,6,Norte,846,population_api
junho/2026,BR-07661/2026,Parnamirim,RN,2403251,Bela Parnamirim,240325105000106,6,Nordeste,1279,population_api
junho/2026,BR-07661/2026,Parnamirim,RN,2403251,Parque Do Jiqui,240325105000263,6,Nordeste,637,population_api
junho/2026,BR-07661/2026,Parnamirim,RN,2403251,Parque Das Arvores,240325105000370,6,Nordeste,1556,population_api
junho/2026,BR-07661/2026,Paulo Afonso,BA,2924009,Centro,292400905000003,6,Nordeste,441,population_api
junho/2026,BR-07661/2026,Paulo Afonso,BA,2924009,Caminho Dos Lagos,292400905000067,6,Nordeste,770,population_api
junho/2026,BR-07661/2026,Paulo Afonso,BA,2924009,Centenario,292400905000149,6,Nordeste,752,population_api
junho/2026,BR-07661/2026,Petrópolis,RJ,3303906,Sao Sebastiao,330390605000143,6,Sudeste,570,population_api
junho/2026,BR-07661/2026,Petrópolis,RJ,3303906,Araras,330390610000079,6,Sudeste,366,population_api
junho/2026,BR-07661/2026,Pinheiral,RJ,3303955,Centro,330395505000009,6,Sudeste,260,population_api
junho/2026,BR-07661/2026,Pinheiral,RJ,3303955,Cruzeiro,330395505000044,6,Sudeste,445,population_api
junho/2026,BR-07661/2026,Pinheiral,RJ,3303955,Mutirao Da Paz,330395505000111,6,Sudeste,297,population_api
junho/2026,BR-07661/2026,Piracicaba,SP,3538709,Higienópolis,353870905000088,6,Sudeste,537,population_api
junho/2026,BR-07661/2026,Piracicaba,SP,3538709,Monte Libano,353870905000696,6,Sudeste,804,population_api
junho/2026,BR-07661/2026,Porto Alegre,RS,4314902,Partenon,431490205000523,6,Sul,368,population_api
junho/2026,BR-07661/2026,Porto Alegre,RS,4314902,Rubem Berta,431490205002033,6,Sul,590,population_api
junho/2026,BR-07661/2026,Porto da Folha,SE,2805604,Linda Franca,280560405000023,6,Nordeste,300,population_api
junho/2026,BR-07661/2026,Porto da Folha,SE,2805604,Lagoa Grande,280560405000050,6,Nordeste,160,population_api
junho/2026,BR-07661/2026,Porto da Folha,SE,2805604,Centro,280560405000087,6,Nordeste,525,population_api
junho/2026,BR-07661/2026,Pouso Alegre,MG,3152501,Sao Camilo,315250105000217,6,Sudeste,378,population_api
junho/2026,BR-07661/2026,Pouso Alegre,MG,3152501,Guadalupe,315250105000365,6,Sudeste,822,population_api
junho/2026,BR-07661/2026,Prado,BA,2925501,Alameda Do Atlantico,292550105000015,6,Nordeste,452,population_api
junho/2026,BR-07661/2026,Prado,BA,2925501,Alameda Do Atlantico,292550105000059,6,Nordeste,1610,population_api
junho/2026,BR-07661/2026,Recife,PE,2611606,Dois Irmaos,261160605200237,6,Nordeste,1015,population_api
junho/2026,BR-07661/2026,Recife,PE,2611606,Estância,261160605220009,6,Nordeste,685,population_api
junho/2026,BR-07661/2026,Recife,PE,2611606,Boa Viagem,261160605230632,6,Nordeste,297,population_api
junho/2026,BR-07661/2026,Ribeirão Preto,SP,3543402,Subsetor Leste - 3 (l-3),354340205000104,6,Sudeste,663,population_api
junho/2026,BR-07661/2026,Ribeirão Preto,SP,3543402,Jardim Paiva,354340205000955,6,Sudeste,802,population_api
junho/2026,BR-07661/2026,Rio Branco,AC,1200401,Raimundo Melo,120040105000181,6,Norte,971,population_api
junho/2026,BR-07661/2026,Rio Branco,AC,1200401,Rui Lino Ii,120040105000429,6,Norte,671,population_api
junho/2026,BR-07661/2026,Rio Branco,AC,1200401,Bahia Velha,120040105000732,6,Norte,280,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Leblon,330455705110174,6,Sudeste,402,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Engenho Novo,330455705170118,6,Sudeste,578,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Campinho,330455705200002,6,Sudeste,427,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Freguesia,330455705210888,6,Sudeste,441,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Padre Miguel,330455705220060,6,Sudeste,689,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Campo Grande,330455705230234,6,Sudeste,450,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Bairro Mendanha,330455705231388,6,Sudeste,515,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Barra Da Tijuca,330455705290179,6,Sudeste,510,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Rio Das Pedras,330455705290644,6,Sudeste,304,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Maré,330455705360236,6,Sudeste,821,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Magalhaes Bastos,330455705370075,6,Sudeste,554,population_api
junho/2026,BR-07661/2026,Rio de Janeiro,RJ,3304557,Jardim América,330455705390192,6,Sudeste,263,population_api
junho/2026,BR-07661/2026,Rosário do Catete,SE,2806107,Centro,280610705000014,6,Nordeste,642,population_api
junho/2026,BR-07661/2026,Rosário do Catete,SE,2806107,Loteamento Catete Velho,280610705000038,6,Nordeste,118,population_api
junho/2026,BR-07661/2026,Salto,SP,3545209,Jardim Santa Lucia,354520905000043,6,Sudeste,859,population_api
junho/2026,BR-07661/2026,Salto,SP,3545209,Recanto Do Guarau,354520905000217,6,Sudeste,821,population_api
