2018_DEPUTADO ESTADUAL_1_total,2018_DEPUTADO FEDERAL_1_total,2018_GOVERNADOR_1_total,2018_GOVERNADOR_2_total,2018_PRESIDENTE_1_total,2018_PRESIDENTE_2_total,2018_SENADOR_1_total,2022_DEPUTADO ESTADUAL_1_total,2022_DEPUTADO FEDERAL_1_total,2022_GOVERNADOR_1_total,2022_GOVERNADOR_2_total,2022_PRESIDENTE_1_total,2022_PRESIDENTE_2_total,2022_SENADOR_1_total,carla_2018_1,carla_2022_1,diferenca_governo_presidente_pp,eduardo_2018_1,eduardo_2022_1,eleitorado,gil_2018_1,gil_2022_1,haddad_2022_1,haddad_2022_2,id,jair_2018_1,jair_2018_1_pct,jair_2018_2,jair_2018_2_pct,jair_2022_1,jair_2022_1_pct,jair_2022_2,jair_2022_2_pct,mario_2022_1,mudanca_jair_pp,nome,pib_2023,pib_pc_2023,populacao,pt_2018_1,pt_2018_2,pt_2022_1,pt_2022_2,regiao,renda,tarcisio_2022_1,tarcisio_2022_1_pct,tarcisio_2022_2,tarcisio_2022_2_pct,virada
15665,16124,16415,17340,18786,18244,28195,17003,17710,18091,19284,19663,20059,17225,33,841,0.9650813444044672,2179,678,25558,127,108,3337,4738,3500105,13175,70.13201320132013,15088,82.70116202587153,13529,68.80435335401515,14937,74.46532728451069,58,-8.235834741360833,Adamantina,1705894987.0,49179.66,34687.0,1741,3156,4697,5122,Presidente Prudente,1868.26,11940,65.99966834337516,14546,75.43040862891516,Jair → Jair
2333,2412,2353,2565,2753,2702,4059,2714,2880,2890,2974,3084,3118,2758,5,62,3.180827811527138,179,90,3978,10,25,561,967,3500204,1628,59.135488557936796,2041,75.53663952627683,1822,59.079118028534374,2005,64.30404105195639,4,-11.23259847432044,Adolfo,215282976.0,49478.96,4351.0,443,661,1101,1113,São José do Rio Preto,1514.8,1353,46.81660899653979,2007,67.48486886348353,Jair → Jair
11987,12749,13088,14092,15653,15100,22251,13368,14592,15135,16128,17036,17333,13590,35,1046,0.45281498373594786,1448,575,24260,135,153,4396,6351,3500303,8604,54.96709895866607,10765,71.29139072847683,9134,53.61587227048603,10429,60.16846477816881,42,-11.122925950308016,Aguaí,1773842732.0,55308.14,32072.0,2283,4335,6397,6904,Campinas,1321.67,6903,45.60951437066402,9777,60.62127976190476,Jair → Jair
3551,3735,3818,3881,4366,4169,6841,3872,4158,4210,4406,4623,4652,3968,40,341,0.9409704346726429,438,137,5909,38,21,1226,1616,3500402,2562,58.680714612918,3172,76.08539218037899,2601,56.26216742375081,2902,62.38177128116939,29,-13.703620899209596,Águas da Prata,272358712.0,36960.06,7369.0,539,997,1556,1750,Campinas,1684.99,2034,48.31353919239905,2790,63.322741715842035,Jair → Jair
8387,8811,8823,9303,10183,9933,15712,9310,9848,9905,10500,10915,11133,9459,24,868,1.031925677843219,1063,494,14085,152,126,2113,2855,3500501,7014,68.87950505744868,8221,82.76452229940602,7077,64.83737975263399,7991,71.77759813168059,31,-10.986924167725434,Águas de Lindóia,801114539.0,44680.12,17930.0,766,1712,2929,3142,Campinas,1742.52,5720,57.748611812216055,7645,72.80952380952381,Jair → Jair
2811,2888,3006,3078,3407,3298,4955,3103,3282,3356,3543,3695,3747,3172,4,157,0.8227185756508106,286,192,5421,16,24,866,1184,3500550,2067,60.669210449075436,2448,74.22680412371135,2190,59.26928281461434,2464,65.75927408593542,27,-8.46753003777593,Águas de Santa Bárbara,375561879.0,52328.53,7177.0,536,850,1210,1283,Sorocaba,1946.69,1905,56.76400476758045,2359,66.58199266158623,Jair → Jair
2448,2500,2577,2542,2783,2622,4631,2844,2880,2942,2907,3042,2985,2836,52,719,-0.14143645644804792,253,85,4347,25,21,724,940,3500600,1782,64.03162055335969,2062,78.64225781845919,1846,60.68376068376068,2024,67.80569514237855,23,-10.836562676080632,Águas de São Pedro,185389984.0,66687.04,2780.0,283,560,898,961,Campinas,2932.68,1529,51.97144799456152,1967,67.6642586859305,Jair → Jair
17660,18149,18748,18772,20855,19950,32274,18777,20013,20194,20807,21901,21947,19293,67,714,1.2152915940143032,1828,631,28888,155,127,4377,6667,3500709,13281,63.68257012706785,15379,77.08771929824562,13235,60.43103054655039,14648,66.74260719004876,51,-10.345112108196858,Agudos,3415808553.0,90653.09,37680.0,2471,4571,6905,7299,Bauru,1590.76,9896,49.00465484797465,14140,67.95789878406306,Jair → Jair
2735,2888,2868,2983,3304,3179,5009,3327,3596,3531,3666,3771,3819,3330,11,72,2.445113565602952,319,79,5149,12,17,810,1165,3500758,1942,58.7772397094431,2432,76.50204466813463,2282,60.514452399893926,2512,65.77638125163655,4,-10.72566341649808,Alambari,160252134.0,26095.45,6141.0,389,747,1225,1307,Sorocaba,1317.23,1538,43.55706598697253,2501,68.2214948172395,Jair → Jair
2301,2527,2478,2611,2777,2733,4146,2656,2792,2909,3044,3055,3104,2737,10,66,1.3796788002763591,68,68,3972,6,23,888,1125,3500808,1599,57.5801224342816,1880,68.78887669227954,1752,57.34860883797054,1914,61.66237113402062,1,-7.126505558258927,Alfredo Marcondes,158136921.0,35576.36,4445.0,619,853,1159,1190,Presidente Prudente,1485.42,1468,50.46407700240633,1919,63.042049934296976,Jair → Jair
2036,1988,1929,1931,2180,2077,3350,2015,2126,2169,2247,2315,2364,2001,1,44,2.0772761877652997,91,45,2956,2,7,586,939,3500907,1023,46.92660550458716,1269,61.09773712084738,1172,50.62634989200864,1327,56.1336717428088,2,-4.964065378038576,Altair,210528680.0,61005.12,3451.0,647,808,1008,1037,São José do Rio Preto,1313.69,727,33.51775011526049,1308,58.2109479305741,Jair → Jair
6547,7246,7166,7469,8302,8020,12340,7520,8171,8410,8891,9301,9533,7498,9,217,1.033449352799586,349,182,12731,51,46,2726,4009,3501004,4179,50.33726812816189,5115,63.77805486284289,4277,45.984302763143745,5136,53.87600965068709,23,-9.902045212155805,Altinópolis,946537783.0,56281.23,16818.0,1464,2905,4138,4397,Ribeirão Preto,1391.26,3088,36.71819262782402,4882,54.909459003486674,Jair → Jair
2152,2170,2159,2344,2519,2508,3504,2347,2448,2452,2696,2689,2772,2303,21,115,1.4235723063616206,217,94,3665,7,4,626,835,3501103,1666,66.13735609368797,1932,77.03349282296651,1719,63.927110449981406,1874,67.6046176046176,8,-9.428875218348907,Alto Alegre,172396107.0,44883.13,3841.0,339,576,800,898,Araçatuba,1349.61,1410,57.50407830342577,1861,69.02818991097922,Jair → Jair
8114,8604,8683,9117,9994,9584,15020,9180,9752,9828,10192,10881,10883,9157,25,240,1.162369629818862,678,240,14063,64,50,3445,4683,3501152,5176,51.791074644786875,6530,68.13439065108514,4882,44.867199705909385,5756,52.88982817237894,22,-15.2445624787062,Alumínio,3438994015.0,198774.29,17301.0,1650,3054,4738,5127,Sorocaba,1523.42,4047,41.17826617826618,5509,54.0521978021978,Jair → Jair
2338,2473,2421,2548,2702,2645,4180,2396,2497,2612,2749,2737,2856,2423,18,107,0.33228278579530013,170,97,3618,7,10,569,938,3501202,1661,61.47298297557365,2008,75.91682419659735,1666,60.869565217391305,1872,65.54621848739495,6,-10.370605709202394,Álvares Florence,175598215.0,44852.67,3915.0,390,637,904,984,São José do Rio Preto,1429.27,1291,49.42572741194487,1811,65.87850127319025,Jair → Jair
10709,10556,10988,11520,12439,12176,18578,12160,12806,13203,13801,14069,14389,12404,48,229,1.6961909988997093,647,230,17975,100,69,3360,5256,3501301,7194,57.83423104751186,8536,70.10512483574244,7725,54.90795365697633,8665,60.219612203766765,17,-9.88551263197568,Álvares Machado,859771399.0,31545.46,27255.0,2142,3640,5300,5724,Presidente Prudente,1462.07,5792,43.868817692948575,8545,61.915803202666474,Jair → Jair
1760,1877,1783,1815,2014,1911,2991,1751,1895,1945,1972,2091,2111,1754,0,29,0.255327306113152,101,31,2760,14,2,629,945,3501400,1090,54.12115193644489,1208,63.212977498691785,968,46.29363940698231,1094,51.82378019895784,1,-11.389197299733944,Álvaro de Carvalho,69376886.0,14429.47,4808.0,463,703,1002,1017,Marília,1137.02,650,33.419023136246786,1027,52.07910750507099,Jair → Jair
1742,1766,1753,1734,1913,1804,3150,1764,1843,1857,1949,1977,2031,1734,1,131,1.0960436477290543,61,25,2638,7,3,631,897,3501509,1023,53.4762153685311,1118,61.97339246119734,972,49.165402124430955,1074,52.88035450516987,0,-9.093037956027473,Alvinlândia,82612841.0,28635.3,2885.0,528,686,903,957,Marília,1203.52,753,40.54927302100162,1052,53.97639815289892,Jair → Jair
107316,111319,111989,118603,129962,125649,196114,117337,125346,126127,131277,137218,137936,119252,452,8171,0.1589112450383965,14409,4410,180965,1636,993,32746,42776,3501608,83563,64.29802557670703,98605,78.4765497536789,82517,60.135696482968704,92771,67.25655376406449,986,-11.219995989614404,Americana,17600565714.0,74188.86,237240.0,12963,27044,40614,45165,Campinas,2358.27,71780,56.91089140310957,88501,67.41546500910289,Jair → Jair
14515,14764,15315,15997,18426,18027,26144,17240,18216,18793,19884,21151,21278,16865,30,496,0.07006281701279704,991,459,27329,156,94,8393,10899,3501707,8487,46.05991533702377,10503,58.262606090863706,8295,39.218003876885255,9600,45.11702227652975,51,-13.145583814333953,Américo Brasiliense,1504961923.0,45578.66,33019.0,4896,7524,11126,11678,Araraquara,1233.06,6330,33.68275421699569,8985,45.18708509354255,Jair → PT
3059,3221,3145,3266,3598,3463,5455,3395,3538,3589,3759,3856,3892,3384,7,175,1.031720513453564,187,88,4779,22,9,875,1324,3501806,2257,62.72929405225125,2630,75.94571181056887,2266,58.7655601659751,2481,63.74614594039055,3,-12.199565870178319,Américo de Campos,175847704.0,29957.02,5870.0,509,833,1365,1411,São José do Rio Preto,1580.65,1828,50.93340763443856,2435,64.77786645384411,Jair → Jair
29937,30122,32451,34027,37705,36380,55633,33364,36033,36697,38923,40992,41476,34366,246,2219,0.27750249535678506,4306,2009,53837,361,497,8751,12424,3501905,24111,63.9464262034213,29332,80.62671797691038,24948,60.86065573770492,28122,67.80306683383161,351,-12.823651143078777,Amparo,6698468843.0,98495.31,68008.0,3005,7048,11910,13354,Campinas,1986.75,19964,54.4022672153037,26499,68.08056932918839,Jair → Jair
2316,2425,2327,2467,2770,2606,4220,2674,2778,2794,2806,3076,2976,2618,15,79,1.5443098123069632,295,86,4687,56,13,593,892,3502002,1763,63.64620938628159,2050,78.66462010744436,1859,60.43563068920676,1984,66.66666666666667,193,-11.997953440777692,Analândia,266291597.0,58028.24,4589.0,200,556,944,992,Campinas,1677.47,1586,56.76449534717251,1914,68.21097647897363,Jair → Jair
25976,25827,25413,27009,30023,29156,42539,28265,29195,29641,31451,32910,33529,27439,70,1930,0.7881157718023033,1608,890,42582,138,134,8372,11272,3502101,17868,59.51437231455884,20882,71.62162162162163,18800,57.12549377089031,21248,63.372006322884666,87,-8.249615298736963,Andradina,4464940278.0,74685.78,59783.0,5269,8274,11518,12281,Araçatuba,1774.02,15438,52.0832630478054,20179,64.16012209468697,Jair → Jair
10023,10712,10927,11208,12343,11958,19127,11346,12238,11999,12563,12874,13109,11299,57,190,2.3837233142277796,978,185,17892,53,91,4125,5258,3502200,6279,50.87093899376165,7903,66.08964709817695,6401,49.7203666304179,7310,55.76321611106873,19,-10.326430987108225,Angatuba,1776474762.0,73951.99,24022.0,2692,4055,5399,5799,Sorocaba,1526.22,6114,50.954246187182264,7305,58.14693942529651,Jair → Jair
3331,3386,3312,3289,3573,3388,5827,3395,3605,3539,3637,3839,3813,3346,10,110,1.1508247006157646,190,146,5485,22,42,1019,1387,3502309,2128,59.55779457038903,2504,73.90791027154664,2131,55.50924719979161,2315,60.71334906897456,9,-13.194561202572082,Anhembi,315143922.0,55541.76,5674.0,497,884,1482,1498,Bauru,1188.66,1813,51.22916077988132,2250,61.86417376959032,Jair → Jair
2100,2217,2209,2302,2454,2411,3553,2231,2407,2464,2527,2563,2598,2286,7,40,1.356451174124686,116,29,3322,10,7,685,988,3502408,1505,61.32844335778321,1687,69.97096640398175,1400,54.62348809988295,1547,59.54580446497306,0,-10.425161939008689,Anhumas,132375557.99999999,32904.69,4023.0,506,724,1019,1051,Presidente Prudente,1409.42,966,39.20454545454545,1539,60.902255639097746,Jair → Jair
18497,19247,19591,19983,21800,20691,33462,18851,19949,20125,20866,21930,21880,19141,34,835,0.6073783072310803,2909,938,26882,272,175,5296,7616,3502507,13302,61.018348623853214,16138,77.99526364119666,12173,55.50843593251254,13761,62.89305301645338,88,-15.102210624743279,Aparecida,1369698939.0,42055.3,32569.0,1796,4553,7346,8119,São José dos Campos,1468.76,10437,51.86086956521739,13250,63.50043132368446,Jair → Jair
2314,2391,2332,2500,2688,2637,4069,2534,2669,2743,2840,2908,2953,2537,2,131,0.8479917772806829,83,125,3792,3,17,903,1331,3502606,1229,45.72172619047619,1547,58.665149791429656,1425,49.00275103163686,1544,52.285811039620725,3,-6.37933875180893,Aparecida d'Oeste,225793852.0,55260.37,4086.0,797,1090,1345,1409,São José do Rio Preto,1418.94,1051,38.31571272329566,1509,53.13380281690141,Jair → Jair
11108,11622,11969,11563,13379,12283,20820,11712,12560,12537,12972,13773,13837,11557,12,143,0.9489666158726493,371,231,18761,41,25,4676,5934,3502705,5405,40.39913296957919,7214,58.73158023284214,6466,46.9469251433965,7376,53.306352533063524,10,-5.425227699778617,Apiaí,1235625606.0,50259.33,24585.0,3587,5069,6151,6461,Sorocaba,1148.15,4564,36.40424343941932,7038,54.255319148936174,Jair → Jair
8934,9041,9154,9834,10650,10404,15832,10472,11014,11174,11706,12524,12551,10084,17,366,1.8760259780280961,812,358,17845,94,61,3315,4773,3502754,5825,54.694835680751176,7212,69.3194925028835,6324,50.495049504950494,7198,57.35001195123895,34,-11.969480551644558,Araçariguama,4832076525.0,224518.01,21522.0,1922,3192,5145,5353,Sorocaba,1464.76,4572,40.91641310184357,6933,59.226037929267044,Jair → Jair
90922,90300,92967,95988,103419,100777,160723,100823,105579,106402,110209,114023,115093,101687,619,3502,0.5581116487225586,9133,2537,144856,592,272,23443,33276,3502804,69755,67.44892137808333,80353,79.73347093086716,71740,62.9171307543215,79700,69.24834698895675,313,-10.485123941910402,Araçatuba,11457739505.0,57253.2,200124.0,10823,20424,32370,35393,Araçatuba,2088.68,60654,57.0045675833161,76933,69.80645863767931,Jair → Jair
14451,15425,15690,16054,17742,17011,27390,16093,17226,17256,18241,18818,19119,16365,58,983,0.6727725188816578,1711,514,26428,183,100,4520,6095,3502903,10431,58.79269529928982,13130,77.18535065545824,11224,59.64502072483792,12602,65.9134891992259,64,-11.27186145623233,Araçoiaba da Serra,1523193918.0,46949.85,32443.0,1962,3881,5804,6517,Sorocaba,1993.37,9235,53.5176170607325,12146,66.58626171810756,Jair → Jair
2491,2673,2542,2756,3057,2998,4455,2875,3047,3039,3296,3373,3442,2793,15,90,2.9231107168444623,108,92,4523,12,28,1049,1589,3503000,1441,47.13771671573438,1834,61.17411607738492,1457,43.195967981025795,1682,48.86693782684486,0,-12.307178250540062,Aramina,219178923.0,40438.92,5420.0,809,1164,1698,1760,Ribeirão Preto,1628.68,1251,41.16485686080948,1707,51.79004854368932,Jair → PT
3335,3449,3463,3604,4047,3885,5775,3626,3778,3725,3955,4216,4265,3476,5,59,0.7429419183872525,235,125,5541,24,22,1127,1586,3503109,2112,52.18680504077094,2679,68.95752895752896,2291,54.34060721062619,2523,59.155920281359904,2,-9.80160867616906,Arandu,217238409.0,31552.42,6885.0,658,1206,1689,1742,Sorocaba,1251.83,1847,49.58389261744966,2369,59.89886219974716,Jair → Jair
1528,1604,1624,1512,1764,1574,2980,1578,1699,1693,1702,1779,1794,1580,1,36,2.5686221338395256,190,38,2510,9,6,552,831,3503158,737,41.78004535147392,950,60.35578144853876,791,44.46318156267566,872,48.60646599777034,5,-11.749315450768414,Arapeí,53235830.0,22848.0,2330.0,321,624,864,922,São José dos Campos,1149.76,491,29.00177200236267,871,51.17508813160987,Jair → PT
90369,90196,97372,101909,113320,110651,169538,108156,111854,117255,124200,129941,131457,108196,397,3906,0.10425052566738202,8490,3161,169892,930,616,50395,62587,3503208,58448,51.57783268619838,70340,63.56924022376662,55772,42.92101800047714,65076,49.50363997352746,531,-14.065600250239157,Araraquara,14689500266.0,60643.28,242228.0,18967,40311,59994,66381,Araraquara,2128.11,47331,40.36586925930664,61613,49.607890499194845,Jair → PT
58879,57803,59840,63321,69515,68053,104333,64901,66415,67630,71688,75218,76212,63437,250,3768,0.17457689561922507,7562,2405,96755,580,394,15990,22580,3503307,45057,64.81622671365892,54587,80.21248144828296,45688,60.74078013241511,52074,68.32782239017477,562,-11.884659058108184,Araras,10022873262.0,76588.83,130866.0,6221,13466,21530,24138,Campinas,1910.5,36517,53.99526837202425,49108,68.502399285794,Jair → Jair
1321,1413,1360,1368,1498,1408,2477,1509,1604,1602,1654,1675,1697,1492,0,13,2.538443615199732,65,23,2337,3,18,307,574,3503356,856,57.142857142857146,987,70.09943181818181,977,58.32835820895522,1065,62.75780789628757,1,-7.3416239218942465,Arco-Íris,136328537.0,66696.94,2044.0,288,421,561,632,Marília,1178.32,658,41.07365792759051,1080,65.2962515114873,Jair → Jair
3437,3664,3760,4071,4387,4340,6295,3879,4102,4217,4534,4692,4775,4007,14,93,0.3953329930692462,316,85,6347,30,26,1171,1545,3503406,2695,61.43150216548894,3277,75.50691244239631,2839,60.507246376811594,3129,65.52879581151832,6,-9.978116630877992,Arealva,301110079.0,37036.91,8130.0,518,1063,1554,1646,Bauru,1731.53,2323,55.08655442257529,2989,65.92412880458757,Jair → Jair
1962,2050,2072,2049,2287,2091,3617,2236,2393,2453,2473,2567,2533,2234,0,38,1.5126652489603885,59,44,3475,4,12,924,1512,3503505,716,31.30738959335374,963,46.0545193687231,856,33.346318659914296,946,37.34701934465061,4,-8.707500024072488,Areias,75042147.0,20979.07,3577.0,694,1128,1545,1587,São José dos Campos,1093.27,637,25.96820220138606,961,38.859684593611,PT → PT
5050,4761,5019,5273,5792,5652,8620,5319,5558,5614,5920,6328,6383,5149,8,118,1.1649583352740152,405,118,8202,10,6,1751,2591,3503604,3117,53.81560773480663,3791,67.07360226468506,3174,50.15802781289507,3515,55.06814977283409,18,-12.005452491850974,Areiópolis,221706617.0,21886.14,10130.0,1171,1861,2747,2868,Bauru,1345.98,2410,42.92839330245814,3329,56.233108108108105,Jair → Jair
4275,4229,4105,4562,5011,4875,6968,4280,4532,4636,4954,5134,5208,4243,12,154,2.6702886215238593,344,104,6455,24,32,1063,1676,3503703,3016,60.18758730792257,3668,75.24102564102564,3017,58.76509544215037,3307,63.49846390168971,1,-11.742561739335933,Ariranha,1252002226.0,164693.79,7602.0,655,1207,1800,1901,São José do Rio Preto,1546.55,2106,45.42709232096635,3278,66.16875252321357,Jair → Jair
20902,21013,21163,22670,25368,24683,36208,24851,26248,26903,28118,29417,29911,24799,85,1399,1.8624607151582708,2516,1132,38571,211,237,7146,9753,3503802,15497,61.08877325764743,18341,74.30620264959688,17037,57.91549104259442,18979,63.4515729998997,205,-10.85462964969718,Artur Nogueira,2162832741.0,42032.66,51456.0,3835,6342,10138,10932,Campinas,1649.8,12942,48.106159164405454,18365,65.31403371505797,Jair → Jair
39323,39486,40973,42880,47699,45689,70945,45186,47537,47904,50622,53620,53512,44147,150,1579,0.20368952878308733,4390,1586,71429,662,406,16770,21510,3503901,26052,54.61749722216398,31746,69.48280767799689,26313,49.07310704960835,30665,57.30490357303035,253,-12.177904104966537,Arujá,10426127299.0,120285.74,86678.0,7979,13943,21271,22847,São Paulo,1982.83,21088,44.02137608550434,29112,57.50859310181344,Jair → Jair
1117,1114,1112,1195,1302,1273,1934,1294,1340,1383,1425,1451,1473,1289,3,72,0.20766784578554365,59,43,1881,7,9,459,592,3503950,629,48.31029185867896,818,64.25765907305578,787,54.23845623707788,858,58.24847250509165,0,-6.009186567964129,Aspásia,65850757.0,35749.6,1842.0,332,455,577,615,São José do Rio Preto,1361.65,517,37.3825018076645,833,58.45614035087719,Jair → Jair
43533,42282,43982,45748,49419,48121,76113,46433,47481,49647,52035,53393,54231,47006,96,2372,-0.2508693327129876,5772,2616,69962,258,563,15547,19692,3504008,30347,61.40755579837714,35336,73.43155794767357,30077,56.331354297379804,33844,62.407110324353226,234,-11.024447623320341,Assis,4682609402.0,46175.48,101409.0,6425,12785,18650,20387,Marília,1997.74,25835,52.03738393054968,32343,62.15624099164024,Jair → Jair
60889,63847,64465,66880,75100,71731,112007,73641,78606,77921,82373,87718,88269,72698,338,4681,0.44868913838485014,7136,3123,118786,643,796,20220,29506,3504107,44826,59.68841544607191,56292,78.47653037041168,48671,55.4857611892656,56255,63.73132130192933,478,-14.745209068482353,Atibaia,9426583645.0,59418.61,158647.0,6123,15439,28168,32014,Campinas,2283.78,39779,51.050422864182956,52867,64.18001044031418,Jair → Jair
6605,6788,6859,7342,7947,7816,11772,7534,7777,7915,8306,8492,8617,7506,13,334,1.1303483689237197,689,316,11077,46,58,2015,2660,3504206,4796,60.34981754121052,5561,71.1489252814739,5320,62.64719736222327,5760,66.84460949286294,39,-4.30431578861095,Auriflama,443572489.0,32396.47,13692.0,1530,2255,2711,2857,Araçatuba,1494.63,4693,59.292482627921665,5646,67.97495786178666,Jair → Jair
2540,2613,2598,2532,2880,2691,4443,2662,2788,2868,2906,3033,3027,2720,3,40,3.1644995453854037,112,58,4185,11,17,975,1374,3504305,1397,48.50694444444444,1571,58.379784466740986,1354,44.64226838114079,1500,49.554013875123886,2,-8.8257705916171,Avaí,500953319.0,111745.11,4483.0,779,1120,1485,1527,Bauru,1349.49,879,30.648535564853557,1532,52.71851342050929,Jair → PT
4730,4861,4824,4829,5445,5112,8314,4797,5137,5270,5504,5737,5793,4776,5,87,1.6854995403434003,307,133,7433,14,17,1872,2616,3504404,2876,52.819100091827366,3257,63.71283255086072,2649,46.17395851490326,2942,50.78543069221474,11,-12.927401858645979,Avanhandava,295754756.0,26258.97,11263.0,1286,1855,2760,2851,Araçatuba,1246.92,1912,36.280834914611006,2888,52.47093023255814,Jair → Jair
35478,33459,38419,40171,44058,42203,64520,38656,42119,42974,45317,47760,48419,40322,102,1666,-0.15309101938429848,4295,2283,64508,311,454,12681,16583,3504503,26571,60.309137954514505,32653,77.37127692344146,27165,56.87814070351759,30775,63.55975959850472,146,-13.811517324936737,Avaré,4408538237.0,47503.24,92805.0,3752,9550,16186,17644,Sorocaba,1769.85,23350,54.33517941080653,28734,63.40666857912042,Jair → Jair
7472,7886,7799,8356,8948,8715,13409,9534,9915,10198,10537,10868,11048,9641,30,740,1.1699557787368633,1046,401,16988,151,69,2264,3129,3504602,6015,67.22172552525704,6953,79.78198508318991,6926,63.728376886271626,7638,69.13468501086169,53,-10.647300072328221,Bady Bassitt,762195130.0,27960.2,27260.0,885,1762,3155,3410,São José do Rio Preto,1808.97,5910,57.952539713669346,7408,70.30464078959855,Jair → Jair
824,905,886,884,1003,946,1468,913,959,1015,1034,1086,1081,919,3,31,0.7526700866201281,84,23,1408,11,4,229,415,3504701,641,63.90827517447657,719,76.00422832980972,584,53.775322283609576,639,59.11193339500463,2,-16.892294934805093,Balbinos,82894684.0,21326.13,3887.0,129,227,452,442,Bauru,1703.84,399,39.310344827586206,619,59.864603481624755,Jair → Jair
4426,4657,4636,5092,5303,5159,7971,5002,5227,5383,5560,5694,5802,4925,8,169,2.193506828456563,311,186,7405,18,29,799,1717,3504800,3374,63.62436356779182,4204,81.4886605931382,3353,58.88654724271163,3883,66.92519820751465,25,-14.563462385623552,Bálsamo,367870867.0,38335.86,9596.0,444,955,1761,1919,São José do Rio Preto,1568.8,2260,41.98402377856214,3843,69.11870503597122,Jair → Jair
4495,4950,5056,5093,5909,5506,8540,5444,5618,5852,6004,6345,6348,5268,13,232,1.6778459392960912,441,174,8249,85,24,2093,3220,3504909,2364,40.006769334912846,3078,55.90265165274246,2515,39.637509850275805,2837,44.69124133585381,36,-11.211410316888653,Bananal,282443967.0,28332.23,9969.0,1058,2428,3396,3511,São José dos Campos,1340.96,1903,32.5187969924812,2784,46.3690872751499,Jair → PT
1446,1585,1591,1644,1826,1754,2653,1735,1842,1817,1927,1977,2024,1669,7,31,3.2480242282029224,89,25,2933,15,7,614,919,3505005,745,40.79956188389923,1018,58.0387685290764,902,45.624683864441074,993,49.06126482213439,1,-8.97750370694201,Barão de Antonina,80403485.0,22770.74,3531.0,430,736,928,1031,Sorocaba,1066.93,720,39.62575674188222,1008,52.30928905033731,Jair → PT
3188,3223,3200,3245,3546,3327,5798,3413,3566,3661,3690,3843,3881,3399,6,107,1.9266121030187406,179,134,4975,8,5,885,1492,3505104,1765,49.77439368302313,2178,65.46438232642019,1980,51.522248243559716,2237,57.6397835609379,4,-7.824598765482293,Barbosa,186922613.0,33142.31,5640.0,710,1149,1619,1644,Araçatuba,1080.41,1266,34.58071565146135,2198,59.56639566395664,Jair → Jair
13213,14376,14697,15294,16830,16393,25151,15149,15992,15924,16763,17640,17807,15281,43,468,0.5315355752204027,1586,423,23196,121,73,3117,4662,3505203,11426,67.89067142008318,13538,82.58402976880376,11512,65.26077097505669,12760,71.65721345538272,51,-10.926816313421043,Bariri,1863763724.0,58989.2,31595.0,1138,2855,4613,5047,Bauru,1755.66,9713,60.995980909319265,12101,72.18874903060312,Jair → Jair
17069,17587,18717,19828,21352,20617,32539,18740,19646,19955,21093,22127,22342,18915,52,932,0.710613117724705,1835,851,28388,176,189,5170,7080,3505302,13282,62.20494567253653,15951,77.36819129844304,12960,58.57097663488046,14684,65.72374899292812,115,-11.644442305514914,Barra Bonita,2077900588.0,60499.06,34346.0,2066,4666,7054,7658,Bauru,1853.96,10543,52.83387622149837,14013,66.43436211065283,Jair → Jair
2834,2912,2951,2778,3217,2915,5268,2990,3272,3201,3340,3412,3465,2935,1,29,3.302442733580456,64,27,4675,2,4,1095,1565,3505351,876,27.230338824992227,1383,47.4442538593482,1430,41.91090269636577,1727,49.84126984126984,3,2.3970159819216406,Barra do Chapéu,202870405.0,39171.73,5179.0,1392,1532,1590,1738,Sorocaba,888.5,675,21.087160262417996,1775,53.1437125748503,PT → PT
3371,3686,3622,3487,3942,3648,6413,3936,4209,4167,4236,4390,4401,3952,0,36,1.040051417621413,78,86,6327,16,86,1664,2111,3505401,1383,35.083713850837135,1846,50.603070175438596,1963,44.71526195899772,2162,49.12519881845035,4,-1.4778713569882456,Barra do Turvo,145159017.0,21110.97,6876.0,1626,1802,2216,2239,Sorocaba,1094.16,1224,29.37365010799136,2125,50.16525023607176,Jair → PT
46690,50022,50353,53088,56652,55108,85636,52465,56634,57535,60963,62920,64305,53665,122,2341,0.9740332770609399,2949,1573,85354,299,401,15616,22084,3505500,34374,60.675704299936456,40754,73.95296508673877,35299,56.1013986013986,40384,62.80071534095327,236,-11.152249745785504,Barretos,6715414139.0,54826.42,122485.0,7327,14354,22049,23921,Ribeirão Preto,1844.44,29602,51.45042148257583,38879,63.77474861801421,Jair → Jair
12707,13773,13443,14109,15851,15494,23133,15344,16182,16071,17533,18437,18647,14590,22,322,1.9627161493760497,788,317,23653,106,89,6933,8688,3505609,8024,50.621411898302945,9469,61.11397960500839,7922,42.967944893420835,9041,48.48501099372553,28,-12.628968611282858,Barrinha,737580107.0,22983.3,32092.0,4547,6025,9252,9606,Ribeirão Preto,1385.51,6695,41.65888868147595,8845,50.44772714310158,Jair → PT
139273,150164,154908,162839,181744,173476,267776,184458,189512,195098,200581,214198,212684,174966,545,6922,0.36394870266978785,13696,6064,297548,1841,1851,66520,96138,3505708,87488,48.13804032045074,109197,62.946459452604394,93212,43.51674618810633,109971,51.70628726185327,997,-11.240172190751125,Barueri,71646709835.0,226391.22,316473.0,35483,64279,94634,102713,São Paulo,2412.35,69837,35.79585644137818,104443,52.07023596452306,Jair → Jair
