2018_DEPUTADO ESTADUAL_1_total,2018_DEPUTADO FEDERAL_1_total,2018_GOVERNADOR_1_total,2018_GOVERNADOR_2_total,2018_PRESIDENTE_1_total,2018_PRESIDENTE_2_total,2018_SENADOR_1_total,2022_DEPUTADO ESTADUAL_1_total,2022_DEPUTADO FEDERAL_1_total,2022_GOVERNADOR_1_total,2022_GOVERNADOR_2_total,2022_PRESIDENTE_1_total,2022_PRESIDENTE_2_total,2022_SENADOR_1_total,carla_2018_1,carla_2022_1,diferenca_governo_presidente_pp,eduardo_2018_1,eduardo_2022_1,eleitorado,gil_2018_1,gil_2022_1,haddad_2022_1,haddad_2022_2,id,jair_2018_1,jair_2018_1_pct,jair_2018_2,jair_2018_2_pct,jair_2022_1,jair_2022_1_pct,jair_2022_2,jair_2022_2_pct,mario_2022_1,mudanca_jair_pp,nome,pib_2023,pib_pc_2023,populacao,pt_2018_1,pt_2018_2,pt_2022_1,pt_2022_2,regiao,renda,tarcisio_2022_1,tarcisio_2022_1_pct,tarcisio_2022_2,tarcisio_2022_2_pct,virada
10809,11264,11330,11784,12901,12499,19789,11503,12269,12478,13128,13646,13853,11732,17,329,1.4278114025068618,1022,322,18576,83,59,2802,4259,3514106,8352,64.73916750639485,9845,78.76630130410433,8201,60.098197273926424,9161,66.13008012704829,29,-12.636221177056044,Dois Córregos,1187096718.0,48433.16,24510.0,1381,2654,4417,4692,Bauru,1357.54,6307,50.54495912806539,8869,67.55789152955515,Jair → Jair
1232,1254,1302,1430,1531,1508,2175,1456,1517,1558,1624,1668,1680,1431,1,49,0.6752873563218387,59,33,2361,5,8,810,976,3514205,531,34.68321358589157,677,44.89389920424403,586,35.13189448441247,659,39.226190476190474,1,-5.6677087280535545,Dolcinópolis,84390137.0,38237.49,2207.0,687,831,994,1021,São José do Rio Preto,1359.18,460,29.525032092426187,648,39.90147783251231,PT → PT
3825,3891,3817,4143,4710,4570,6714,3853,4212,4423,4714,5110,5202,3873,29,137,1.9892156618069095,249,113,6803,31,23,1120,1937,3514304,2869,60.91295116772824,3406,74.52954048140043,2598,50.84148727984344,2961,56.9204152249135,19,-17.609125256486934,Dourado,1178139786.0,145521.22,8096.0,460,1164,2074,2241,Araraquara,1694.59,1662,37.576305674881304,2777,58.90963088672041,Jair → Jair
20393,21081,21733,22680,24563,23851,37415,21998,23180,23909,25044,25574,25943,22766,37,1426,0.7894595663118764,2148,822,33727,162,148,5217,7109,3514403,16464,67.02764320319179,19141,80.25240031864492,16753,65.5079377492766,18374,70.82449986508885,138,-9.427900453556063,Dracena,1855223877.0,40797.46,45474.0,2533,4710,6933,7569,Presidente Prudente,1886.73,14873,62.206700405704964,17935,71.61395943140073,Jair → Jair
6038,6294,6441,6515,7105,6801,11115,6570,6947,7042,7346,7489,7634,6722,7,208,0.9571756198946915,383,178,9874,48,35,2254,2957,3514502,4078,57.39619985925405,4879,71.73945008087045,4023,53.71878755508079,4488,58.789625360230545,16,-12.94982472063991,Duartina,435779649.0,35348.77,12328.0,956,1922,2915,3146,Bauru,1624.7,3300,46.861687020732745,4389,59.746800980125236,Jair → Jair
3969,4140,4109,4396,4890,4802,7099,4626,4908,4822,5236,5441,5547,4517,8,145,2.65644730776917,482,184,7345,41,45,1255,1745,3514601,3098,63.353783231083845,3714,77.34277384423157,3232,59.40084543282485,3551,64.01658554173427,25,-13.3261883024973,Dumont,414001737.0,43712.57,9471.0,627,1088,1888,1996,Ribeirão Preto,1673.48,2663,55.22604728328494,3491,66.67303284950344,Jair → Jair
3074,3236,3183,3316,3627,3510,5606,3355,3501,3549,3674,3860,3897,3330,2,160,0.6469739504824119,183,113,5074,15,18,975,1331,3514700,2110,58.17480011028398,2431,69.25925925925925,2248,58.23834196891192,2460,63.12548113933795,8,-6.133778119921303,Echaporã,187402902.0,30201.92,6205.0,660,1079,1377,1437,Marília,1387.75,1634,46.04113834883066,2343,63.77245508982036,Jair → Jair
6157,6925,6926,6887,7463,7146,11902,7040,7379,7473,7873,7901,8035,7121,11,79,0.1364679217234439,93,201,10813,45,205,3108,3598,3514809,3143,42.11443119388986,3890,54.43604813881892,3975,50.31008733071763,4352,54.16303671437461,10,-0.2730114244443058,Eldorado,423995268.0,32442.82,13069.0,2458,3256,3509,3683,Sorocaba,1096.71,3328,44.53365448949552,4275,54.29950463609806,Jair → Jair
7496,7564,7550,7964,9013,8765,12707,8946,9369,9134,9794,10356,10618,8567,27,436,1.1071970326530334,1006,438,13539,74,36,2182,3048,3514908,5863,65.05048263619217,6815,77.75242441528808,6503,62.79451525685593,7196,67.77170841966472,91,-9.980715995623356,Elias Fausto,2159508523.0,122013.02,17699.0,1234,1950,3224,3422,Campinas,1295.02,5114,55.98861396978323,6746,68.87890545231775,Jair → Jair
1770,1864,1821,1935,2113,2037,3151,1811,1897,1939,2055,2116,2137,1770,6,57,1.764235056762601,212,132,2737,25,6,428,634,3514924,1393,65.92522479886418,1593,78.20324005891017,1321,62.42911153119093,1440,67.38418343472158,1,-10.81905662418859,Elisiário,121970552.0,38868.88,3138.0,302,444,657,697,São José do Rio Preto,1535.69,907,46.77668901495616,1421,69.14841849148418,Jair → Jair
1509,1559,1533,1573,1696,1651,2744,1654,1739,1736,1770,1806,1851,1631,3,26,0.6609345383622198,47,33,2449,1,0,360,716,3514957,1024,60.37735849056604,1195,72.38037552998183,965,53.43300110741971,1090,58.887088060507836,1,-13.493287469473998,Embaúba,93031653.0,40048.06,2323.0,277,456,748,761,São José do Rio Preto,1354.87,561,32.315668202764975,1054,59.548022598870055,Jair → Jair
103265,108373,108423,115446,130186,125931,184751,123667,138705,137241,145621,154497,154307,120247,290,2717,0.7730147684847779,6697,2718,206368,1260,905,66275,82202,3515004,52864,40.60651682976664,68422,54.332928349651795,53933,34.908768455050904,66009,42.77770937157744,434,-11.555218978074357,Embu das Artes,17290649652.0,68971.96,250691.0,34247,57509,83277,88298,São Paulo,1249.69,47097,34.317004393730734,63419,43.550724140062215,Jair → PT
26407,29148,30021,31991,34902,33871,50970,32031,34235,35251,37220,39301,39489,31687,58,868,-0.35926934073383876,2097,997,53805,260,228,14525,19059,3515103,16622,47.6247779496877,21334,62.986035251395,15845,40.317040278873314,19410,49.152928663678495,106,-13.833106587716507,Embu-Guaçu,1742920008.0,26025.38,66970.0,7020,12537,18458,20079,São Paulo,1386.48,11671,33.10828061615273,18161,48.793659322944656,Jair → PT
1597,1638,1686,1786,1883,1856,2875,1762,1857,1952,2110,2089,2152,1786,3,48,1.4997181063796106,69,45,2729,2,6,741,991,3515129,907,48.167817312798725,1090,58.72844827586207,1022,48.92292963140258,1109,51.53345724907063,0,-7.194991026791442,Emilianópolis,97865943.0,32470.45,3014.0,679,766,990,1043,Presidente Prudente,1334.16,792,40.57377049180328,1119,53.03317535545024,Jair → Jair
8857,8996,9103,9247,10218,9859,15537,9779,10138,10240,10634,11042,11168,9627,48,485,1.7259322694735388,1186,445,15006,128,85,3012,3689,3515152,6152,60.20747700137013,7049,71.49812354194137,6495,58.82086578518384,7101,63.583452722063036,33,-7.9146708198783315,Engenheiro Coelho,814390123.0,41622.72,19566.0,2169,2810,3846,4067,Campinas,1609.27,5678,55.44921875,6945,65.30938499153658,Jair → Jair
19303,20109,19925,20257,22438,21462,36078,19970,20958,21295,22354,23451,23752,19756,48,1838,0.4707263596123852,1394,526,30992,147,105,5477,8126,3515186,12967,57.790355646670825,16536,77.04780542353927,13157,56.104217304166134,15006,63.17783765577636,89,-13.869967767762915,Espírito Santo do Pinhal,2715247127.0,68194.87,39816.0,2000,4926,7944,8746,Campinas,1838.17,10155,47.68725052829303,14228,63.64856401538874,Jair → Jair
1931,1995,2065,2039,2291,2150,3535,2184,2310,2356,2452,2529,2542,2198,4,49,1.8998604841597526,67,48,3545,3,8,885,1109,3515194,1165,50.85115670013095,1354,62.97674418604651,1189,47.01463028865164,1344,52.871754523996856,0,-10.104989662049654,Espírito Santo do Turvo,181809326.0,43735.71,4157.0,609,796,1190,1198,Marília,1193.58,785,33.31918505942275,1343,54.77161500815661,Jair → Jair
3898,4176,4020,4564,4761,4719,6889,4463,4503,4758,5098,5231,5377,4390,6,290,1.8681636101282209,205,203,7142,20,20,1010,1618,3515202,2856,59.987397605545056,3624,76.79593134138588,3180,60.79143567195565,3570,66.39389994420681,13,-10.402031397179073,Estrela d'Oeste,1317162584.0,139870.72,9417.0,636,1095,1649,1807,São José do Rio Preto,1667.09,2600,54.6448087431694,3480,68.26206355433503,Jair → Jair
1504,1594,1545,1589,1741,1632,2681,1699,1832,1835,1867,1946,1925,1736,2,10,2.463957039211458,26,19,2470,1,6,639,984,3515301,665,38.19643882825962,875,53.615196078431374,774,39.77389516957862,863,44.83116883116883,2,-8.784027247262543,Estrela do Norte,69691794.0,25783.13,2703.0,601,757,1031,1062,Presidente Prudente,1405.87,604,32.915531335149865,883,47.29512587038029,Jair → PT
3981,4226,4259,4159,4672,4520,7529,4153,4430,4448,4609,4625,4726,4170,2,48,0.3538542183240665,102,42,6345,14,5,2309,2926,3515350,1322,28.296232876712327,1660,36.72566371681416,1468,31.74054054054054,1709,36.16165890816758,1,-0.5640048086465796,Euclides da Cunha Paulista,162208418.0,20470.52,7924.0,2458,2860,2905,3017,Presidente Prudente,1077.55,994,22.347122302158272,1683,36.51551312649165,PT → PT
7716,8199,8169,8115,9112,8513,14496,8125,8643,8843,9109,9507,9621,8191,10,158,0.4479203005912282,304,183,12546,55,48,3105,4197,3515400,4319,47.399034240561896,5772,67.802184893692,4514,47.48080361838645,5145,53.47676956657312,8,-14.325415327118883,Fartura,566394766.0,34036.1,16641.0,1483,2741,4143,4476,Marília,1482.13,3297,37.28372724188624,4912,53.924689867164346,Jair → Jair
28579,30493,30398,32583,34879,34074,52319,32074,33629,35115,37676,38118,39197,32711,36,1699,0.7916414184842466,2335,1300,50341,140,222,9781,13765,3515509,20984,60.16227529458987,24660,72.37189646064448,21512,56.43527992024765,24566,62.673163762532845,133,-9.698732698111634,Fernandópolis,2790708100.0,39203.05,71186.0,5483,9414,13603,14631,São José do Rio Preto,1853.8,18122,51.6075751103517,23911,63.46480518101709,Jair → Jair
2664,2881,2644,3003,3299,3209,4610,3305,3346,3419,3541,3753,3739,3167,0,64,1.1864303982258377,147,75,5092,15,8,794,1156,3515608,2143,64.95907850863898,2538,79.09005920847616,2277,60.671462829736214,2474,66.16742444503878,8,-12.922634763437387,Fernando Prestes,281661783.0,47401.85,5942.0,447,671,1229,1265,São José do Rio Preto,1600.05,1406,41.123135419713364,2385,67.35385484326461,Jair → Jair
916,995,983,996,1090,1033,1709,1016,1072,1051,1114,1138,1178,1004,1,34,1.6106171492320271,50,25,1691,8,6,262,366,3515657,598,54.862385321100916,777,75.21781219748306,680,59.753954305799645,772,65.53480475382004,0,-9.683007443663016,Fernão,102634371.0,61977.28,1656.0,116,256,388,406,Marília,1270.67,566,53.8534728829686,748,67.14542190305207,Jair → Jair
69091,70382,72848,77807,87695,84398,125084,84518,89295,88518,93396,100058,99669,80055,120,1446,-0.4525506537006194,6066,1784,128954,607,377,42453,52215,3515707,39368,44.89195507155482,48212,57.124576411763314,37178,37.15644925942953,44398,44.54544542435461,170,-12.579130987408703,Ferraz de Vasconcelos,5523980573.0,30826.13,179198.0,22784,36186,52030,55271,São Paulo,1201.71,27796,31.40152285410877,41181,44.09289477065399,Jair → PT
1005,1021,1041,1041,1136,1086,1809,980,1034,1042,1096,1115,1131,977,7,16,2.447530445894408,48,20,1430,3,3,408,511,3515806,496,43.66197183098591,603,55.52486187845304,509,45.65022421524664,576,50.92838196286472,2,-4.5964799155883185,Flora Rica,65664782.99999999,44159.24,1487.0,378,483,563,555,Presidente Prudente,1376.01,460,44.145873320537426,585,53.37591240875913,Jair → Jair
1643,1681,1703,1730,1875,1751,3045,1785,1881,1914,1959,2037,2053,1767,3,83,0.3790565829907635,103,74,2680,13,19,633,859,3515905,920,49.06666666666667,1230,70.24557395773843,1045,51.300932744231716,1145,55.77204091573307,2,-14.473533042005357,Floreal,131171272.0,47995.34,2733.0,307,521,862,908,São José do Rio Preto,1699.56,716,37.4085684430512,1100,56.151097498723836,Jair → Jair
4596,4834,4821,5042,5684,5506,8292,5009,5213,5374,5663,5886,5986,5006,4,112,2.256887708850819,331,134,7421,43,14,1485,1997,3516002,3305,58.14567206192822,3880,70.46857973120233,3421,58.12096500169895,3740,62.47911794186435,11,-7.989461789337973,Flórida Paulista,361684346.0,27912.05,12958.0,1225,1626,2161,2246,Presidente Prudente,1313.48,2988,55.60104205433569,3666,64.73600565071517,Jair → Jair
1767,1785,1700,1688,1892,1762,3174,1819,1938,1906,1897,2051,2018,1807,3,40,0.10966143924500216,87,24,2681,7,4,690,953,3516101,891,47.093023255813954,1048,59.47786606129399,905,44.124817162359825,1002,49.65312190287413,0,-9.824744158419854,Florínea,216161178.0,56131.18,3851.0,538,714,1021,1016,Marília,1361.28,658,34.52256033578174,944,49.762783342119135,Jair → PT
152780,157064,157872,158865,175436,167772,273036,160506,168086,170130,178264,184859,187399,160700,253,8734,-0.9078889837125814,14161,6626,241715,2158,1222,49177,66005,3516200,106547,60.73268884379489,126487,75.39219893665212,104625,56.59719029097853,119713,63.88134408401326,749,-11.510854852638865,Franca,14375667458.0,40777.87,352536.0,19611,41285,62126,67686,Ribeirão Preto,1734.79,88354,51.93322753188738,112259,62.973455100300676,Jair → Jair
59795,66871,67557,70717,82434,79507,113056,77253,83392,84497,89878,95394,96364,75078,135,1632,-0.10927858301250382,3259,1855,126758,613,410,46084,53798,3516309,30870,37.44814033044617,39062,49.13026525966267,31939,33.48114137157473,38789,40.25258395251338,173,-8.877681307149288,Francisco Morato,2237469166.0,13549.01,165139.0,26923,40445,55240,57575,São Paulo,1035.25,25006,29.593950081067966,36080,40.14330536950088,PT → PT
50436,53160,55204,59386,67373,65577,91609,62375,69567,68339,72355,77011,77459,62146,147,2069,-0.7241630526056824,4699,1805,107782,698,554,34898,39919,3516408,30826,45.754233891915156,38078,58.06609024505543,29718,38.58929243874252,35285,45.55313133399605,230,-12.512958911059378,Franco da Rocha,5438088812.0,37543.16,144849.0,17689,27499,40231,42174,São Paulo,1397.55,23080,33.77280908412473,32436,44.82896828139037,Jair → PT
1694,1580,1695,1850,1924,1872,2886,1783,1854,1877,1946,1987,2028,1769,4,40,2.4734396759853325,72,32,2682,1,7,303,542,3516507,1281,66.58004158004158,1558,83.22649572649573,1308,65.82788122798188,1413,69.67455621301775,2,-13.551939513477976,Gabriel Monteiro,123955929.0,44862.8,2763.0,161,314,546,615,Araçatuba,1710.43,932,49.65370271710176,1404,72.14799588900308,Jair → Jair
3272,3373,3363,3374,3649,3478,6020,3338,3482,3497,3601,3698,3736,3272,5,71,1.82262600146165,136,44,4633,16,7,1310,1758,3516606,1727,47.32803507810359,2157,62.018401380103505,1609,43.51000540832883,1844,49.357601713062095,10,-12.66079966704141,Gália,220849140.0,34615.85,6380.0,800,1321,1838,1892,Marília,1433.66,1129,32.28481555619102,1843,51.180227714523745,Jair → PT
20523,20906,21339,21746,23938,22880,36305,20718,22232,22464,23872,24758,25053,21497,64,788,0.5091851053247041,2758,592,32428,123,93,5560,7609,3516705,15166,63.355334614420585,18233,79.68968531468532,15286,61.7416592616528,16940,67.61665269628388,49,-12.073032618401442,Garça,1893765629.0,44971.87,42110.0,2180,4647,7518,8113,Marília,1612.63,13078,58.217592592592595,16263,68.12583780160858,Jair → Jair
1712,1779,1761,1897,2005,1999,2978,1927,1994,2090,2171,2246,2250,1928,3,29,-0.3448078202569249,45,38,2873,9,32,902,1230,3516804,794,39.600997506234414,1005,50.275137568784395,879,39.13624220837043,983,43.68888888888889,3,-6.586248679895505,Gastão Vidigal,101942077.0,31347.5,3252.0,751,994,1229,1267,Araçatuba,1377.87,649,31.05263157894737,941,43.344081068631965,Jair → PT
2262,2391,2402,2459,2818,2734,4155,2475,2880,2791,2830,3079,3057,2419,3,54,1.1285689681678264,98,44,4169,14,9,1082,1602,3516853,1179,41.83818310858765,1381,50.51207022677396,1142,37.08996427411497,1292,42.26365718024207,1,-8.248413046531887,Gavião Peixoto,1735632823.0,369126.5,4702.0,915,1353,1700,1765,Araraquara,1489.75,770,27.588677893228233,1228,43.3922261484099,Jair → PT
5233,5412,5371,5600,5981,5751,9713,5367,5763,5772,6124,6183,6305,5456,13,270,0.28145267433650645,389,190,7985,40,24,1487,2174,3516903,3566,59.62213676642702,4170,72.50912884715702,3632,58.74171114345787,4049,64.21887390959556,15,-8.290254937561457,General Salgado,348923464.0,33836.64,10312.0,1004,1581,2130,2256,Araçatuba,1735.05,2815,48.76992376992377,3950,64.50032658393206,Jair → Jair
4401,4373,4387,4578,5085,4870,7443,4379,4637,4850,5084,5274,5402,4367,7,124,1.173531614452905,341,112,7055,30,16,1457,2152,3517000,2925,57.52212389380531,3456,70.96509240246407,2713,51.44103147516117,3052,56.49759348389485,12,-14.467498918569213,Getulina,272840621.0,26665.42,10232.0,883,1414,2230,2350,Marília,1290.17,2004,41.31958762886598,2932,57.67112509834776,Jair → Jair
2461,2292,2483,2595,2801,2705,4397,2497,2629,2639,2826,2873,2894,2511,8,68,0.7936228456170866,131,83,3995,12,6,932,1165,3517109,1555,55.51588718314888,1749,64.65804066543438,1556,54.1594152453881,1678,57.98203178991016,4,-6.676008875524225,Glicério,188391507.0,45527.19,4138.0,669,956,1178,1216,Araçatuba,1412.75,1321,50.05683971201213,1661,58.775654635527246,Jair → Jair
4817,4903,4867,5055,5740,5572,8315,5057,5327,5455,5706,6056,6159,5063,14,192,2.2157822949462798,571,173,8171,30,31,1525,2148,3517208,3514,61.21951219512195,4101,73.60014357501795,3298,54.45838837516513,3704,60.1396330573145,20,-13.460510517703455,Guaiçara,310852418.0,27658.37,11239.0,924,1471,2384,2455,Bauru,1305.59,2492,45.68285976168653,3558,62.35541535226078,Jair → Jair
2671,2731,2782,2774,3117,2974,4929,2986,3100,3197,3190,3365,3361,2953,3,49,2.2427830200557963,136,50,4492,13,7,790,1448,3517307,1564,50.17645171639397,1843,61.97041022192334,1549,46.03268945022288,1760,52.36536745016364,2,-9.605042771759699,Guaimbê,593772310.0,107723.57,5512.0,793,1131,1560,1601,Marília,1235.95,962,30.090710040663122,1742,54.608150470219435,Jair → Jair
15702,15996,16423,17416,18801,18463,28152,16612,18012,18240,19507,20054,20811,17042,26,707,0.4585612346897747,1258,516,28602,203,135,5453,7189,3517406,11156,59.33726929418648,13565,73.47126685804041,11247,56.083574349257006,13046,62.68800153764836,48,-10.783265320392047,Guaíra,3233958320.0,82333.01,39279.0,2877,4898,7224,7765,Ribeirão Preto,1685.85,9436,51.73245614035088,12318,63.146562772338136,Jair → Jair
7552,8061,8130,9026,9923,9815,13481,9352,10126,10507,11140,11487,11803,9618,38,625,1.128730470648378,753,462,15936,80,110,2509,3928,3517505,5729,57.73455608183009,7041,71.73713703515028,6667,58.03952293897449,7508,63.61094636956706,34,-8.126190665583223,Guapiaçu,1134076670.0,52235.12,21711.0,1433,2774,3979,4295,São José do Rio Preto,1671.55,5220,49.681164937660604,7212,64.73967684021544,Jair → Jair
8053,9073,9277,9167,10066,9442,16314,8862,9783,9659,10217,10353,10572,8911,18,140,0.8386181051655797,505,136,13645,25,27,5121,5881,3517604,3538,35.14802304788397,4914,52.044058462190215,4034,38.96455133777649,4398,41.600454029511916,8,-10.443604432678299,Guapiara,585182465.0,34279.33,17071.0,3775,4528,5763,6174,Sorocaba,1032.99,3264,33.792318045346306,4336,42.439072134677495,Jair → PT
8133,8675,8691,8974,9942,9612,14911,9337,10107,10142,10656,10958,11058,9246,12,222,1.5390390390390394,493,214,14185,68,58,3706,5164,3517703,4729,47.565882116274395,5779,60.12276321265085,4806,43.858368315386016,5529,50.0,27,-10.122763212650852,Guará,854714843.0,45937.59,18606.0,2870,3833,5445,5529,Ribeirão Preto,1332.26,3356,33.09012029185565,5492,51.53903903903904,Jair → Empate
3819,3829,3820,4178,4531,4433,6476,4206,4358,4367,4642,4823,4868,4093,2,132,1.5983268056971127,347,124,6161,11,7,1253,1565,3517802,2860,63.120723902008386,3233,72.93029551094067,2877,59.65166908563135,3149,64.68775677896467,8,-8.242538731975998,Guaraçaí,374454285.0,50323.11,7441.0,837,1200,1666,1719,Araçatuba,1542.83,2486,56.92695214105793,3077,66.28608358466178,Jair → Jair
5073,5057,4852,5149,5487,5378,8698,5523,5804,5868,5961,6163,6196,5486,4,122,2.103272086292776,205,94,8101,1,13,1508,2909,3517901,2645,48.204847822125025,3183,59.18557084417999,2682,43.51776732110985,3042,49.09619109102647,9,-10.089379753153523,Guaraci,660485534.0,63815.03,10350.0,1522,2195,3091,3154,Ribeirão Preto,1492.66,1440,24.539877300613497,3052,51.199463177319245,Jair → PT
946,976,964,1014,1068,1041,1717,1187,1220,1256,1288,1297,1322,1167,2,17,1.4232388344405749,38,26,1785,2,1,488,651,3518008,457,42.79026217228464,582,55.90778097982709,541,41.71164225134927,635,48.03328290468986,4,-7.874498075137225,Guarani d'Oeste,48665285.0,24728.3,1968.0,365,459,661,687,São José do Rio Preto,1226.38,399,31.76751592356688,637,49.45652173913044,Jair → PT
3061,3123,3068,3184,3487,3419,5238,3187,3263,3359,3551,3702,3762,3137,2,114,2.4058037278923905,250,108,4763,23,10,953,1321,3518107,2128,61.02667049039289,2472,72.30184264404797,2102,56.78011885467315,2272,60.39340776182881,22,-11.908434882219154,Guarantã,312045476.0,48552.28,6427.0,656,947,1409,1490,Bauru,1310.94,1624,48.347722536469185,2230,62.7992114897212,Jair → Jair
13964,14527,14448,15268,16286,15942,24945,15696,16192,16525,17368,17893,18104,15755,46,763,0.8865176950901201,1146,442,23649,92,62,4116,5581,3518206,10579,64.95763232223996,12499,78.40296073265588,11024,61.610685743028,12126,66.97967300044189,37,-11.423287732213993,Guararapes,1718487879.0,55358.31,31043.0,1996,3443,5512,5978,Araçatuba,1575.63,9584,57.99697428139183,11787,67.86619069553201,Jair → Jair
16046,16308,15478,16089,17240,16679,27565,17470,18084,17429,18149,19134,19187,16069,70,393,1.4251946162729965,864,358,26410,96,80,3975,6339,3518305,10401,60.33062645011601,12788,76.67126326518377,10917,57.055503292568204,12212,63.64726116641476,52,-13.02400209876901,Guararema,2034662745.0,65138.39,31236.0,1936,3891,6456,6975,São Paulo,1601.96,7761,44.52923288771588,11810,65.07245578268775,Jair → Jair
57040,60107,60745,61646,68245,64461,103968,62884,65062,66296,69343,72076,72350,63419,142,3390,0.30837511846426935,12101,3088,91052,1042,504,16907,23819,3518404,42509,62.28881236720639,50772,78.7639037557593,41721,57.88473278206338,47275,65.34208707671044,332,-13.42181667904886,Guaratinguetá,8369820871.0,70904.25,118044.0,5683,13689,22274,25075,São José dos Campos,1872.42,36094,54.44370701098106,45524,65.65046219517471,Jair → Jair
4806,5095,5132,5399,6056,5895,8762,5571,6342,6053,6499,6870,6948,5602,11,189,1.1792567529321047,665,110,8906,27,18,1608,2230,3518503,3835,63.32562747688243,4601,78.04919423240034,4028,58.63173216885007,4482,64.50777202072538,9,-13.541422211674956,Guareí,386201340.0,25724.46,15013.0,818,1294,2328,2466,Sorocaba,1385.89,3086,50.98298364447381,4269,65.68702877365749,Jair → Jair
16525,17086,17220,17851,19686,18967,30026,18751,19758,20018,20708,21791,21961,18190,25,628,0.45060431948932944,1270,456,28404,97,91,6755,9454,3518602,10522,53.44915168139795,12825,67.6174408182633,10551,48.41907209398376,11836,53.8955420973544,40,-13.721898720908904,Guariba,1517993918.0,40482.0,37498.0,4299,6142,9540,10125,Ribeirão Preto,1320.05,7839,39.15975621940254,11254,54.34614641684373,Jair → Jair
128459,138188,138606,148151,158844,155448,227529,151759,162236,159581,164784,178405,176041,149857,374,2688,0.7000645770616316,16436,4216,238508,1598,891,56251,70390,3518701,87808,55.27939361889653,104510,67.23148577016109,87911,49.27608531151033,99610,56.5834095466397,700,-10.648076223521386,Guarujá,11536359008.0,40107.77,287634.0,29311,50938,72573,76431,São Paulo,1416.67,78605,49.25711707534105,94394,57.28347412370133,Jair → Jair
478645,505218,521275,562973,624076,601117,887099,594718,628801,639392,680762,728550,728923,582524,2058,23861,-0.27081448263658103,51137,20116,948440,6792,5137,251353,317221,3518800,318726,51.07166434857293,397523,66.13071997631077,331178,45.45714089630087,391234,53.67288451592281,3615,-12.457835460387962,Guarulhos,97557673612.0,75522.42,1291771.0,113848,203594,311756,337689,São Paulo,1643.73,261531,40.9030766728392,363541,53.40207003328623,Jair → Jair
3110,3156,3294,3352,3778,3614,5652,3704,3911,3939,4126,4283,4331,3604,2,94,-0.020705432982502714,283,84,5781,21,32,1819,2232,3518859,1720,45.52673372154579,2197,60.79136690647482,1748,40.8125145925753,1989,45.92472870006927,8,-14.866638206405554,Guatapará,353798145.0,48333.08,7320.0,1124,1417,2245,2342,Ribeirão Preto,1428.08,1400,35.542015740035545,1894,45.904023267086764,Jair → PT
2089,2161,2133,2217,2421,2353,3637,2300,2481,2465,2585,2640,2679,2231,3,51,0.7180426889273477,106,81,3561,3,4,936,1341,3518909,971,40.10739363899215,1280,54.39864003399915,1157,43.82575757575758,1270,47.40574841358716,6,-6.992891620411989,Guzolândia,120155836.0,28298.6,4246.0,825,1073,1295,1409,Araçatuba,1208.8,849,34.44219066937119,1244,48.12379110251451,Jair → PT
3965,4208,4081,4158,4669,4460,7095,4535,4788,4839,5065,5239,5324,4565,7,62,1.8979635883032202,215,77,6943,17,13,1515,1896,3519006,2512,53.80167059327479,2976,66.72645739910314,2945,56.21301775147929,3230,60.66867017280241,10,-6.057787226300732,Herculândia,552689427.0,60568.7,9125.0,1120,1484,2020,2094,Marília,1172.66,2527,52.22153337466419,3169,62.56663376110563,Jair → Jair
6448,6907,6916,7123,7924,7561,12463,8238,8794,9036,9240,9651,9646,8405,46,570,2.437750928316973,702,386,12588,121,107,1685,2796,3519055,4878,61.55981827359919,5866,77.58233037957942,5945,61.59983421407108,6492,67.30250881194277,86,-10.279821567636645,Holambra,1806633110.0,119692.14,15094.0,889,1695,2857,3154,Campinas,2545.63,4237,46.89021691013723,6444,69.74025974025975,Jair → Jair
85100,91678,91637,95132,108173,104449,157504,107470,112002,114695,120043,126204,127205,106947,315,5904,-0.6457870867304862,10666,5060,164245,1383,1266,46501,55219,3519071,58941,54.48771874682222,68606,65.68373081599633,60988,48.32493423346328,69513,54.64643685389725,743,-11.037293962099078,Hortolândia,22163924356.0,93660.54,236641.0,25130,35843,54556,57692,Campinas,1619.28,50845,44.330615981516196,64824,54.00064976716676,Jair → Jair
4870,4989,5084,5258,5737,5490,8755,5669,5870,5990,6273,6441,6528,5781,17,173,1.357753467240542,375,224,8287,23,35,1356,2100,3519105,3671,63.98814711521701,4307,78.45173041894354,3943,61.21720229777985,4254,65.1654411764706,23,-13.286289242472947,Iacanga,687530477.0,65874.34,10437.0,589,1183,2098,2274,Bauru,1415.72,2880,48.080133555926544,4173,66.52319464371114,Jair → Jair
3001,3106,3024,3216,3531,3424,5257,3217,3403,3435,3589,3757,3782,3256,3,61,1.8900294527655888,201,60,4775,21,14,821,1144,3519204,2196,62.192013593882756,2579,75.32126168224299,2335,62.15065211605004,2505,66.23479640401904,2,-9.086465278223955,Iacri,372133574.0,60697.04,6131.0,534,845,1214,1277,Marília,1368.52,1889,54.99272197962154,2445,68.12482585678462,Jair → Jair
2354,2384,2514,2459,2784,2646,4436,2605,2754,2804,2811,3008,2975,2595,0,48,0.14296775273609796,130,83,4366,10,9,1398,1504,3519253,1059,38.03879310344828,1263,47.73242630385487,1252,41.62234042553192,1379,46.35294117647059,1,-1.3794851273842852,Iaras,326006583.0,40699.95,8010.0,1157,1383,1589,1596,Sorocaba,1284.97,960,34.236804564907274,1307,46.495908929206685,PT → PT
