uf,municipio,codigo_tse,eleitores_2026,bolsonaro_1t,bolsonaro_2t,lula_1t,lula_2t,ciro_tebet_1t,ganho_bolsonaro,ganho_lula,ganho_liquido_direita,bolsonaro_2t_pct
MT,VALE DE SÃO DOMINGOS,91022,2725,1365,1438,468,472,42,73,4,69,75.288
PB,CUITÉ DE MAMANGUAPE,19089,7699,834,907,4137,4192,195,73,55,18,17.788
PB,IGARACY,19534,5976,662,735,3172,3147,246,73,-25,98,18.934
PB,SÃO JOSÉ DE ESPINHARAS,21890,4459,594,667,2664,2664,125,73,0,73,20.024
SE,NOSSA SENHORA APARECIDA,31356,7656,1878,1951,3625,3846,263,73,221,-148,33.655
SP,DOLCINÓPOLIS,63851,2361,586,659,994,1021,85,73,27,46,39.226
SP,NOVA GUATAPORANGA,67636,2015,654,727,713,773,57,73,60,13,48.467
TO,AGUIARNÓPOLIS,73512,3959,966,1039,1862,1860,123,73,-2,75,35.84
BA,CANUDOS,30856,13133,1434,1506,7993,8166,248,72,173,-101,15.571
BA,CARDEAL DA SILVA,34398,8051,500,572,4743,4812,152,72,69,3,10.624
MG,BERTÓPOLIS,41319,4079,750,822,2069,2201,86,72,132,-60,27.192
MG,PEDRO TEIXEIRA,49875,2511,363,435,1407,1495,132,72,88,-16,22.539
MT,SANTA RITA DO TRIVELATO,91049,2626,1032,1104,522,511,75,72,-11,83,68.359
PB,MATINHAS,19143,4881,603,675,2566,2674,138,72,108,-36,20.155
PI,SIGEFREDO PACHECO,10545,9292,967,1039,5811,5755,259,72,-56,128,15.293
RS,BOM PROGRESSO,86444,2596,788,860,983,921,74,72,-62,134,48.287
SP,LUTÉCIA,66591,2377,919,991,865,888,68,72,23,49,52.741
SP,SÃO JOÃO DE IRACEMA,61883,1814,508,580,709,754,77,72,45,27,43.478
MG,CAMPANÁRIO,42153,3383,643,714,1413,1482,86,71,69,2,32.514
MG,MONJOLOS,48496,2644,468,539,981,1038,73,71,57,14,34.179
MG,PAIVA,49310,1866,372,443,852,872,104,71,20,51,33.688
PB,SÃO JOSÉ DO BONFIM,21938,4547,715,786,2363,2382,117,71,19,52,24.811
PI,NOVO ORIENTE DO PIAUÍ,11371,5158,345,416,3359,3394,132,71,35,36,10.919
PR,ARIRANHA DO IVAÍ,75086,2521,716,787,1040,1068,103,71,28,43,42.426
RN,TENENTE ANANIAS,18791,8231,1280,1351,4700,4674,201,71,-26,97,22.423
RS,DOIS IRMÃOS DAS MISSÕES,86681,2077,678,749,840,835,77,71,-5,76,47.285
RS,SÃO VALÉRIO DO SUL,87866,2351,613,684,1068,1049,55,71,-19,90,39.469
SP,ASPÁSIA,61522,1881,787,858,577,615,82,71,38,33,58.248
BA,FEIRA DA MATA,35149,5209,1347,1417,2518,2581,114,70,63,7,35.443
BA,ITANAGRA,36196,6685,698,768,3575,3621,149,70,46,24,17.498
MT,SANTA CRUZ DO XINGU,90980,2267,821,891,419,404,38,70,-15,85,68.803
PB,BELÉM DO BREJO DO CRUZ,19410,6684,1077,1147,3502,3472,221,70,-30,100,24.832
PB,CATINGUEIRA,19852,5447,821,891,2842,2813,201,70,-29,99,24.055
PB,CONDADO,19917,5819,667,737,3380,3413,166,70,33,37,17.759
PI,FRANCISCO AYRES,10812,5186,440,510,2863,2857,201,70,-6,76,15.147
SE,CUMBE,31372,4504,1127,1197,2098,2145,210,70,47,23,35.817
SP,SANTA MERCEDES,70432,2680,905,975,884,900,103,70,16,54,52.0
AL,MARIBONDO,27952,11167,2356,2425,4974,4770,373,69,-204,273,33.704
GO,SÃO LUIZ DO NORTE,92649,5119,1526,1595,1838,1916,152,69,78,-9,45.429
GO,ÁGUA LIMPA,92037,2635,885,954,787,787,95,69,0,69,54.796
MA,DUQUE BACELAR,7757,9666,701,770,6259,6278,227,69,19,50,10.925
MA,SENADOR ALEXANDRE COSTA,8486,8471,1170,1239,4503,4671,157,69,168,-99,20.964
MG,CACHOEIRA DOURADA,41955,2815,528,597,1206,1227,80,69,21,48,32.73
MG,PESCADOR,49999,3588,705,774,1433,1532,96,69,99,-30,33.565
MG,SANTA CRUZ DE SALINAS,41483,4507,391,460,2226,2435,121,69,209,-140,15.889
PB,BREJO DOS SANTOS,19593,6030,1121,1190,3335,3359,179,69,24,45,26.16
PI,MURICI DOS PORTELAS,12475,6071,733,802,3525,3622,240,69,97,-28,18.128
PR,SANTA AMÉLIA,78395,3053,1193,1262,1064,1075,82,69,11,58,54.001
PB,PRATA,21458,4266,744,812,2310,2297,119,68,-13,81,26.118
PB,RIACHÃO DO POÇO,19003,4876,902,970,2376,2514,162,68,138,-70,27.842
RN,BODÓ,16101,3795,473,541,2055,2152,100,68,97,-29,20.089
RN,RAFAEL FERNANDES,18090,4959,598,666,3193,3352,122,68,159,-91,16.575
RN,SANTANA DO SERIDÓ,18252,2655,614,682,1317,1414,171,68,97,-29,32.538
RS,ITAPUCA,86843,1824,806,874,558,553,53,68,-5,73,61.247
SE,SÃO FRANCISCO,32379,3806,612,680,2035,2037,131,68,2,66,25.028
SP,MESÓPOLIS,61964,1890,691,759,578,580,74,68,2,66,56.684
TO,CRIXÁS DO TOCANTINS,73555,1827,533,601,709,670,63,68,-39,107,47.286
AL,PARICONHA,27022,9801,495,562,5663,5771,336,67,108,-41,8.874
MA,SÃO BENEDITO DO RIO PRETO,9059,16375,1560,1627,9726,9571,260,67,-155,222,14.529
MG,PRESIDENTE KUBITSCHEK,50652,3091,274,341,1797,1864,78,67,67,0,15.465
PB,CONGO,19950,5408,655,722,3395,3385,198,67,-10,77,17.58
RN,ENCANTO,16659,5164,472,539,3231,3337,106,67,106,-39,13.906
SP,FLORA RICA,64173,1430,509,576,563,555,36,67,-8,75,50.928
AL,JOAQUIM GOMES,27758,15493,2685,2751,7065,6755,491,66,-310,376,28.94
MA,SÃO RAIMUNDO DO DOCA BEZERRA,8427,5182,663,729,2944,3070,165,66,126,-60,19.189
MG,SANTO HIPÓLITO,52116,3399,492,558,1388,1446,110,66,58,8,27.844
PB,NOVA OLINDA,21059,5949,491,557,3011,3064,145,66,53,13,15.382
PI,ARRAIAL,10197,4391,409,475,2696,2710,156,66,14,52,14.914
PI,JUAZEIRO DO PIAUÍ,12416,5445,693,759,3458,3420,226,66,-38,104,18.162
PI,MONTE ALEGRE DO PIAUÍ,11312,9459,886,952,5680,5704,244,66,24,42,14.303
PR,MANFRINÓPOLIS,75469,3124,712,778,1609,1569,84,66,-40,106,33.149
RN,JUNDIÁ,16306,4789,950,1016,2176,2176,187,66,0,66,31.83
RS,PORTO VERA CRUZ,87483,1763,661,727,632,655,75,66,23,43,52.605
GO,AMARALINA,93386,2982,929,994,1251,1315,135,65,64,1,43.049
GO,PALMELO,95133,2415,860,925,758,795,120,65,37,28,53.779
MT,BARÃO DE MELGAÇO,90310,6867,1636,1701,3010,2917,213,65,-93,158,36.834
PB,CACIMBAS,19364,6662,513,578,3693,3667,127,65,-26,91,13.616
PI,BARRO DURO,10278,6432,1038,1103,3229,3294,178,65,65,0,25.085
PI,MANOEL EMÍDIO,11177,4919,462,527,3011,2985,136,65,-26,91,15.006
PI,PALMEIRAIS,11495,13363,1214,1279,8267,8211,303,65,-56,121,13.477
PR,PINHAL DE SÃO BENTO,74640,2574,477,542,1337,1378,82,65,41,24,28.229
PR,UNIFLOR,79391,2160,767,832,906,929,71,65,23,42,47.246
RN,FELIPE GUERRA,16730,7096,845,910,4594,4769,235,65,175,-110,16.024
SP,ITAOCA,61603,2996,859,924,1149,1179,95,65,30,35,43.937
SP,RUBIÁCEA,69892,2392,993,1058,658,713,121,65,55,10,59.74
TO,ESPERANTINA,73296,6635,1192,1257,3242,3212,146,65,-30,95,28.127
BA,GONGOGI,35297,5402,730,794,2733,2752,136,64,19,45,22.391
CE,BAIXIO,13358,5496,479,543,3512,3673,272,64,161,-97,12.88
ES,MUCURICI,56715,5149,1288,1352,2324,2335,171,64,11,53,36.669
GO,COLINAS DO SUL,92126,3862,697,761,1602,1553,148,64,-49,113,32.887
PB,MATURÉIA,19984,5826,532,596,3355,3420,153,64,65,-1,14.841
PE,CEDRO,23850,10210,735,799,6160,5956,227,64,-204,268,11.828
PI,RIO GRANDE DO PIAUÍ,11797,5450,495,559,3406,3486,124,64,80,-16,13.82
PI,SANTA LUZ,11851,5296,895,959,2906,3023,142,64,117,-53,24.083
PI,SÃO JOSÉ DO PIAUÍ,12033,6020,602,666,3882,3947,87,64,65,-1,14.437
RS,BENJAMIN CONSTANT DO SUL,88420,2132,582,646,1021,1010,40,64,-11,75,39.01
TO,SUCUPIRA,73377,1763,548,612,694,661,80,64,-33,97,48.075
BA,MACURURÉ,36994,6581,603,666,4209,4186,213,63,-23,86,13.726
BA,MIRANTE,37303,8316,985,1048,4593,4783,212,63,190,-127,17.973
PA,SÃO JOÃO DA PONTA,4820,6385,1286,1349,3182,3122,322,63,-60,123,30.172
PB,JUAREZ TÁVORA,20532,7975,1234,1297,4321,4467,208,63,146,-83,22.502
RN,SÍTIO NOVO,18716,5172,641,704,3021,3067,141,63,46,17,18.669
SP,MARINÓPOLIS,66834,1760,668,731,608,638,82,63,30,33,53.397
SP,TURMALINA,72079,1964,562,625,697,735,98,63,38,25,45.956
TO,TALISMÃ,73504,2564,809,872,1045,982,65,63,-63,126,47.033
CE,SENADOR SÁ,15571,7045,1036,1098,3852,4030,421,62,178,-116,21.412
GO,BALIZA,92614,3345,751,813,1252,1200,84,62,-52,114,40.387
MS,JAPORÃ,55034,6587,1169,1231,3049,3092,117,62,43,19,28.476
PB,SÃO JOÃO DO CARIRI,21814,4598,530,592,2679,2685,150,62,6,56,18.065
PE,PALMEIRINA,25011,6520,612,674,3427,3507,133,62,80,-18,16.121
PI,ANTÔNIO ALMEIDA,10154,3072,586,648,1626,1596,82,62,-30,92,28.877
PI,DOMINGOS MOURÃO,11410,4279,330,392,2804,2815,114,62,11,51,12.223
RN,EQUADOR,16675,4780,999,1061,2459,2595,168,62,136,-74,29.021
TO,DARCINÓPOLIS,73032,4750,1068,1130,1988,1960,142,62,-28,90,36.57
TO,PAU D ARCO,73261,0,1124,1186,1420,1307,78,62,-113,175,47.573
TO,PINDORAMA DO TOCANTINS,95370,3715,1012,1074,1659,1633,105,62,-26,88,39.675
AL,CAMPO GRANDE,27294,9167,1136,1197,5082,5048,318,61,-34,95,19.167
AL,DOIS RIACHOS,27499,9513,1399,1460,4778,4705,344,61,-73,134,23.682
AL,QUEBRANGULO,28517,10449,1672,1733,5252,5173,336,61,-79,140,25.094
AM,TONANTINS,98515,11813,1237,1298,6363,6307,285,61,-56,117,17.068
GO,CACHOEIRA DE GOIÁS,92835,2074,643,704,634,644,94,61,10,51,52.226
MA,GRAÇA ARANHA,7919,6304,861,922,3672,3635,132,61,-37,98,20.233
MT,RONDOLÂNDIA,89960,3089,968,1029,804,819,85,61,15,46,55.682
PA,PIÇARRA,4782,9421,3548,3609,3322,3208,330,61,-114,175,52.941
PB,DAMIÃO,19275,4891,430,491,2703,2853,154,61,150,-89,14.683
PB,SÃO DOMINGOS,19429,3304,478,539,1800,1837,144,61,37,24,22.685
PI,CAMPO LARGO DO PIAUÍ,10740,5867,649,710,3232,3261,155,61,29,32,17.88
PI,MARCOS PARENTE,11193,4349,773,834,2174,2168,131,61,-6,67,27.781
MA,SUCUPIRA DO RIACHÃO,8540,4720,330,390,2779,2962,99,60,183,-123,11.635
PI,BETÂNIA DO PIAUÍ,12122,5869,317,377,3881,3955,125,60,74,-14,8.703
RN,LAGOA DE VELHOS,17272,3335,724,784,1644,1678,126,60,34,26,31.844
RN,SÃO BENTO DO NORTE,18317,4271,617,677,2198,2188,151,60,-10,70,23.63
TO,MAURILÂNDIA DO TOCANTINS,73059,3590,544,604,1824,1830,123,60,6,54,24.815
BA,CONTENDAS DO SINCORÁ,34754,4549,647,706,2475,2516,141,59,41,18,21.912
PA,FARO,4596,7169,883,942,3988,3772,153,59,-216,275,19.983
PB,BONITO DE SANTA FÉ,19496,7956,1269,1328,4223,4281,202,59,58,1,23.676
PI,NOSSA SENHORA DE NAZARÉ,10928,6129,498,557,3855,3869,134,59,14,45,12.585
PR,GUAPOREMA,75779,1978,823,882,655,685,61,59,30,29,56.286
RO,PARECIS,701,3861,1346,1405,957,904,112,59,-53,112,60.849
RS,GARRUCHOS,86720,2526,673,732,1201,1219,100,59,18,41,37.519
SE,CANHOBA,31216,4715,612,671,2632,2657,131,59,25,34,20.162
AL,JARAMATAIA,27731,5244,702,760,2843,2802,196,58,-41,99,21.336
AL,PALESTINA,28231,5012,600,658,2442,2354,229,58,-88,146,21.846
MG,BANDEIRA,41033,4594,515,573,2329,2578,97,58,249,-191,18.185
PB,DUAS ESTRADAS,20176,3911,564,622,2051,2064,116,58,13,45,23.157
PI,MADEIRO,12440,6716,716,774,3744,3798,131,58,54,4,16.929
RN,AFONSO BEZERRA,16055,10579,1884,1942,5383,5344,401,58,-39,97,26.654
RN,SÃO FRANCISCO DO OESTE,18210,4116,552,610,2358,2569,206,58,211,-153,19.188
SE,NOSSA SENHORA DE LOURDES,31933,6295,831,889,3556,3635,141,58,79,-21,19.651
MG,ARGIRITA,40878,3036,607,664,1531,1585,85,57,54,3,29.524
MG,MATHIAS LOBATO,54313,3366,811,868,1410,1414,49,57,4,53,38.037
PA,ALMEIRIM,4090,23961,4798,4855,11781,11451,750,57,-330,387,29.774
PB,BORBOREMA,19550,4904,616,673,2576,2643,140,57,67,-10,20.296
PB,CACIMBA DE AREIA,19690,4351,494,551,2455,2523,82,57,68,-11,17.925
PB,SANTA HELENA,21679,5985,454,511,3763,3928,131,57,165,-108,11.512
PI,CAXINGÓ,12688,5781,571,628,3560,3641,227,57,81,-24,14.711
PI,SÃO JOÃO DA CANABRAVA,11088,4522,422,479,3242,3171,129,57,-71,128,13.123
PI,SÃO JULIÃO,12050,5632,1170,1227,2885,2860,171,57,-25,82,30.022
PR,JARDIM OLINDA,76457,1353,280,337,670,689,67,57,19,38,32.846
MG,ANTÔNIO PRADO DE MINAS,40614,1922,536,592,842,863,70,56,21,35,40.687
PB,SERTÃOZINHO,19186,5127,665,721,2532,2631,142,56,99,-43,21.51
PI,COLÔNIA DO PIAUÍ,10227,6186,547,603,3907,3941,137,56,34,22,13.27
SP,UNIÃO PAULISTA,72150,1705,623,679,512,503,50,56,-9,65,57.445
TO,PALMEIRANTE,73083,4310,889,945,1968,1902,125,56,-66,122,33.193
GO,LAGOA SANTA,93602,1789,610,665,437,438,51,55,1,54,60.29
MG,JOSENÓPOLIS,40924,3586,475,530,1554,1618,77,55,64,-9,24.674
PI,CAJAZEIRAS DO PIAUÍ,12343,3679,313,368,2280,2203,107,55,-77,132,14.313
PI,JACOBINA DO PIAUÍ,10286,5230,522,577,3538,3606,165,55,68,-13,13.794
SP,BALBINOS,61930,1408,584,639,452,442,47,55,-10,65,59.112
AL,CHÃ PRETA,27375,6933,909,963,3193,3126,241,54,-67,121,23.551
AL,MATRIZ DE CAMARAGIBE,28010,18673,6749,6803,5531,5615,619,54,84,-30,54.783
AP,PORTO GRANDE,6025,15572,4058,4112,5510,5120,676,54,-390,444,44.541
BA,LAJEDINHO,36811,3631,411,465,2110,2161,77,54,51,3,17.708
GO,CAMPOS VERDES,92061,4506,907,961,1951,1927,140,54,-24,78,33.276
MA,PRESIDENTE JUSCELINO,8818,10028,1095,1149,5957,5859,243,54,-98,152,16.396
MT,PONTE BRANCA,91332,2043,504,558,843,826,65,54,-17,71,40.318
PB,CACHOEIRA DOS ÍNDIOS,19674,7919,742,796,4870,5004,205,54,134,-80,13.724
PB,PASSAGEM,21156,2854,382,436,1522,1524,94,54,2,52,22.245
PI,SANTA ROSA DO PIAUÍ,10464,5006,691,745,2531,2626,110,54,95,-41,22.1
RN,FRUTUOSO GOMES,17515,4209,475,529,2653,2634,112,54,-19,73,16.725
RS,INHACORÁ,86827,2078,708,762,789,775,63,54,-14,68,49.577
SC,LAJEADO GRANDE,80586,1596,743,797,469,485,56,54,16,38,62.168
TO,CARMOLÂNDIA,73326,2414,639,693,1098,1098,110,54,0,54,38.693
BA,IBIQUERA,35530,4211,352,405,2371,2316,115,53,-55,108,14.884
CE,POTIRETAMA,13269,5873,619,672,4029,4002,132,53,-27,80,14.377
MA,SUCUPIRA DO NORTE,9318,8333,1257,1310,5035,5169,159,53,134,-81,20.219
PI,ANÍSIO DE ABREU,10138,7185,582,635,4814,4913,183,53,99,-46,11.446
PI,BRASILEIRA,10006,8750,811,864,4716,4864,182,53,148,-95,15.084
PI,LAGOINHA DO PIAUÍ,12432,3252,368,421,1965,1960,82,53,-5,58,17.682
RN,PORTO DO MANGUE,16284,5105,686,739,3001,3027,181,53,26,27,19.623
AM,SANTA ISABEL DO RIO NEGRO,2372,9468,1253,1305,3824,3703,251,52,-121,173,26.058
BA,CANDEAL,34274,7814,1165,1217,4651,4718,179,52,67,-15,20.505
BA,CHORROCHÓ,34533,9132,854,906,5651,5672,197,52,21,31,13.773
BA,ITAJU DO COLÔNIA,36099,6267,1489,1541,2269,2206,127,52,-63,115,41.126
GO,TERESINA DE GOIÁS,92762,3275,571,623,1219,1236,94,52,17,35,33.513
MA,JATOBÁ,7749,7231,812,864,4005,4094,111,52,89,-37,17.426
MA,SÃO JOSÉ DOS BASÍLIOS,8362,6406,646,698,4069,4099,121,52,30,22,14.551
MG,UMBURATIBA,54054,2753,445,497,1228,1285,63,52,57,-5,27.89
PB,FREI MARTINHO,20257,2954,510,562,1619,1636,109,52,17,35,25.569
PI,TANQUE DO PIAUÍ,12521,2737,274,326,1518,1524,88,52,6,46,17.622
TO,NAZARÉ,94838,4135,775,827,2271,2248,218,52,-23,75,26.894
TO,PORTO ALEGRE DO TOCANTINS,92509,2647,431,483,1162,1150,95,52,-12,64,29.577
TO,SÃO VALÉRIO,92681,4077,699,751,2025,2013,101,52,-12,64,27.171
AL,BELO MONTE,27170,6056,1006,1057,3192,3113,245,51,-79,130,25.348
MA,MARAJÁ DO SENA,7900,6782,926,977,3404,3443,150,51,39,12,22.104
MT,ARAGUAINHA,90239,1236,314,365,465,416,27,51,-49,100,46.735
PB,MONTE HOREBE,20931,4338,339,390,2399,2476,165,51,77,-26,13.608
PE,SOLIDÃO,25879,5556,441,492,3713,3752,54,51,39,12,11.593
PI,FRANCINÓPOLIS,10790,4596,342,393,2783,2783,102,51,0,51,12.374
PR,IGUATU,74381,2135,724,775,838,863,57,51,25,26,47.314
SE,ILHA DAS FLORES,31534,7763,1060,1111,4168,3910,178,51,-258,309,22.127
TO,MURICILÂNDIA,73342,2871,701,752,1363,1295,82,51,-68,119,36.737
TO,PALMEIRAS DO TOCANTINS,73040,4247,1105,1156,1966,1920,132,51,-46,97,37.581
TO,PUGMIL,73571,2326,783,834,741,737,65,51,-4,55,53.087
TO,TUPIRAMA,73458,1854,517,568,881,815,60,51,-66,117,41.07
AM,BORBA,2178,24598,3231,3281,12422,12371,479,50,-51,101,20.962
AM,NOVO AIRÃO,2011,13384,3677,3727,4505,4166,428,50,-339,389,47.219
MA,PENALVA,8630,26098,2295,2345,15401,15341,511,50,-60,110,13.259
PB,AGUIAR,19038,4807,571,621,2965,2946,136,50,-19,69,17.41
PB,EMAS,20192,3859,486,536,1875,1892,125,50,17,33,22.076
PB,RIACHÃO,19208,3568,439,489,1842,1947,94,50,105,-55,20.074
PI,BELÉM DO PIAUÍ,12335,3336,329,379,2038,2062,117,50,24,26,15.526
PI,JERUMENHA,11053,4842,604,654,2867,2788,116,50,-79,129,19.001
PI,OLHO D ÁGUA DO PIAUÍ,12483,0,280,330,1447,1482,89,50,35,15,18.212
PI,PIMENTEIRAS,11614,9433,1091,1141,5589,5701,248,50,112,-62,16.676
PR,MIRASELVA,77054,1852,759,809,668,668,66,50,0,50,54.773
SE,ITABI,31615,4742,843,893,2491,2565,186,50,74,-24,25.824
SP,LUCIANÓPOLIS,66516,2146,767,817,780,777,63,50,-3,53,51.255
TO,ITAPIRATINS,73202,3404,840,890,1608,1608,132,50,0,50,35.629
TO,PONTE ALTA DO BOM JESUS,95516,3675,719,769,1691,1772,131,50,81,-31,30.264
GO,NOVA ROMA,94951,3030,508,557,1385,1403,120,49,18,31,28.418
PB,MÃE D ÁGUA,20753,0,455,504,2363,2430,107,49,67,-18,17.178
PE,TERRA NOVA,26034,8871,460,509,6081,6122,173,49,41,8,7.676
PI,ALEGRETE DO PIAUÍ,10022,4544,587,636,2665,2584,117,49,-81,130,19.752
PI,CURRAIS,10766,6304,644,693,3492,3470,129,49,-22,71,16.647
RN,JANDUÍS,17019,4486,579,628,2802,2795,80,49,-7,56,18.346
RN,LUÍS GOMES,17396,7399,622,671,4712,4907,192,49,195,-146,12.029
RS,ENGENHO VELHO,86703,1181,370,419,520,534,40,49,14,35,43.966
SP,PRACINHA,62120,1485,536,585,471,476,42,49,5,44,55.137
TO,SANTA MARIA DO TOCANTINS,73130,2558,789,838,1101,1035,79,49,-66,115,44.741
MG,SANTA FÉ DE MINAS,51519,3728,506,554,1744,1734,106,48,-10,58,24.213
PB,CAMALAÚ,19798,6310,441,489,4047,4252,126,48,205,-157,10.314
PB,PEDRA BRANCA,21210,4114,601,649,2011,2090,140,48,79,-31,23.695
PE,CARNAUBEIRA DA PENHA,23167,12616,615,663,7994,7945,127,48,-49,97,7.702
PE,INGAZEIRA,24414,4256,353,401,2843,2859,52,48,16,32,12.301
PR,MIRADOR,77038,2162,548,596,1022,1011,71,48,-11,59,37.088
RN,PEDRA GRANDE,17892,4351,695,743,2405,2290,144,48,-115,163,24.497
SP,PONGAÍ,69035,2956,1527,1575,688,755,81,48,67,-19,67.597
TO,SÃO SALVADOR DO TOCANTINS,73393,2715,436,484,1174,1120,89,48,-54,102,30.175
GO,GUARINOS,92860,3073,587,634,1110,1101,94,47,-9,56,36.542
MT,PORTO ESTRELA,90182,3331,770,817,1467,1475,93,47,8,39,35.646
PA,SANTARÉM NOVO,5371,6806,1159,1206,3767,3631,240,47,-136,183,24.933
PI,BARRA D ALCÂNTARA,10600,0,328,375,2111,2178,88,47,67,-20,14.689
PI,LAGOA DO SÍTIO,12220,4870,447,494,2907,3011,129,47,104,-57,14.094
PI,VÁRZEA BRANCA,10588,4700,303,350,3219,3255,111,47,36,11,9.709
RS,COQUEIRO BAIXO,89168,1353,823,870,215,232,82,47,17,30,78.947
TO,SÃO SEBASTIÃO DO TOCANTINS,96032,3373,626,673,1799,1768,94,47,-31,78,27.571
PB,RIACHO DE SANTO ANTÔNIO,19828,2842,537,583,1360,1355,74,46,-5,51,30.083
PB,SÃO BENTINHO,19402,3813,376,422,2378,2423,110,46,45,1,14.833
PB,SÃO JOÃO DO TIGRE,21830,3966,468,514,2406,2513,95,46,107,-61,16.981
PI,VÁRZEA GRANDE,12270,4199,454,500,2315,2319,104,46,4,42,17.737
SP,NOVA CASTILHO,62367,1376,571,617,355,367,50,46,12,34,62.703
TO,BANDEIRANTES DO TOCANTINS,73580,2800,1055,1101,1044,985,69,46,-59,105,52.78
TO,NOVO ACORDO,94994,4149,1176,1222,1670,1626,128,46,-44,90,42.907
CE,GRANJEIRO,13978,6346,454,499,3705,3790,190,45,85,-40,11.634
MA,PRESIDENTE MÉDICI,8125,5763,652,697,3083,3203,194,45,120,-75,17.872
MT,LUCIARA,91057,2409,836,881,739,730,64,45,-9,54,54.687
PI,SÃO LOURENÇO DO PIAUÍ,10561,4875,286,331,3555,3647,154,45,92,-47,8.321
PI,VILA NOVA DO PIAUÍ,12548,3011,369,414,1873,1849,130,45,-24,69,18.294
PR,SANTA INÊS,78476,1687,573,618,762,774,60,45,12,33,44.397
RN,VILA FLOR,18996,3255,536,581,1783,1824,87,45,41,4,24.158
TO,OLIVEIRA DE FÁTIMA,73466,1694,454,499,685,652,48,45,-33,78,43.354
MS,PORTO MURTINHO,91375,8686,2697,2741,2596,2451,191,44,-145,189,52.793
